District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age,Indicator,Value
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Marriage,955
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Dependent,12
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Conflict,0
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Others,1
Saptari,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Reasons not stated,164
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Business,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Service,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Study,42
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Dependent,19
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Others,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,28
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Agriculture,332
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Business,296
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Service,85
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Study,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Marriage,148
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Dependent,179
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Conflict,1
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Others,120
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,94
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,60+ Years,Agriculture,283
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,60+ Years,Business,103
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,60+ Years,Service,16
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,60+ Years,Study,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,60+ Years,Marriage,68
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,60+ Years,Dependent,49
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,60+ Years,Conflict,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,60+ Years,Others,42
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Male,60+ Years,Reasons not stated,44
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Business,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Service,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Study,35
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Marriage,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Dependent,34
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Others,16
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,66
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Agriculture,262
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Business,156
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Service,28
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Study,32
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Marriage,11120
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Dependent,178
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Others,85
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,1958
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60+ Years,Agriculture,146
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60+ Years,Business,17
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60+ Years,Service,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60+ Years,Study,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60+ Years,Marriage,2060
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60+ Years,Dependent,59
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60+ Years,Conflict,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60+ Years,Others,42
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,Female,60+ Years,Reasons not stated,262
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Business,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Service,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Study,25
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Dependent,16
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Others,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,40
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Agriculture,31
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Business,33
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Service,38
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Study,7
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Dependent,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Others,16
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60+ Years,Agriculture,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60+ Years,Business,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60+ Years,Service,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60+ Years,Study,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60+ Years,Marriage,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60+ Years,Dependent,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60+ Years,Conflict,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60+ Years,Others,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Business,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Service,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Study,9
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Dependent,17
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Others,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,16
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Agriculture,25
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Business,14
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Service,15
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Study,15
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Marriage,123
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Dependent,87
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Others,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,24
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60+ Years,Agriculture,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60+ Years,Business,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60+ Years,Service,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60+ Years,Study,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60+ Years,Marriage,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60+ Years,Dependent,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60+ Years,Conflict,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60+ Years,Others,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 14 Years,Business,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 14 Years,Service,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 14 Years,Study,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 14 Years,Dependent,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 14 Years,Others,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,24
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 59 Years,Agriculture,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 59 Years,Business,24
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 59 Years,Service,33
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 59 Years,Study,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 59 Years,Dependent,17
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 59 Years,Conflict,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 59 Years,Others,57
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,57
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60+ Years,Agriculture,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60+ Years,Business,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60+ Years,Service,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60+ Years,Study,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60+ Years,Marriage,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60+ Years,Dependent,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60+ Years,Conflict,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60+ Years,Others,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Business,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Service,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Study,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Dependent,41
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Others,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Agriculture,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Business,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Service,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Study,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Marriage,64
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Dependent,16
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Conflict,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Others,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,60+ Years,Agriculture,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,60+ Years,Business,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,60+ Years,Service,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,60+ Years,Study,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,60+ Years,Marriage,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,60+ Years,Dependent,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,60+ Years,Conflict,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,60+ Years,Others,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,1
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,40
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,16
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,40
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,42
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,187
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,66
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,27
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,69
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,39
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,9
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,76
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,105
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,15
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Business,24
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Service,26
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Study,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,37
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,25
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Others,2
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,22
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,15
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,1
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,62
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Others,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,55
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Agriculture,148
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Business,86
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Service,24
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Study,25
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Marriage,6866
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Dependent,51
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Conflict,16
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Others,59
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,942
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Agriculture,2
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Business,21
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Service,9
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Study,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Marriage,1258
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Dependent,27
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Conflict,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Others,1
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,Female,60+ Years,Reasons not stated,124
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Dependent,16
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Conflict,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Others,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,00 - 14 Years,Reasons not stated,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Agriculture,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Business,8
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Service,17
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Study,15
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Marriage,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Dependent,15
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Conflict,7
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Others,8
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,15 - 59 Years,Reasons not stated,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Agriculture,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Business,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Service,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Study,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Marriage,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Dependent,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Conflict,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Others,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Male,60+ Years,Reasons not stated,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Agriculture,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Business,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Service,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Study,16
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Marriage,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Dependent,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Conflict,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Others,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,00 - 14 Years,Reasons not stated,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Agriculture,8
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Business,8
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Service,8
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Study,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Marriage,9
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Dependent,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Conflict,8
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Others,9
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,15 - 59 Years,Reasons not stated,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Agriculture,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Business,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Service,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Study,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Marriage,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Dependent,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Conflict,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Others,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,Female,60+ Years,Reasons not stated,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Agriculture,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Business,0
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Service,9
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Study,133
Sunsari,Kosi,Terai,Eastern,2068/69,2011/12,Male,00 - 14 Years,Marriage,9
