District,Gender,Age-Group,Usual Activity performed,Value
Rukum,Female,50 - 54 Years,Wage/salary earning,179
Rukum,Female,50 - 54 Years,Own non- agricultural,335
Rukum,Female,50 - 54 Years,Extended economic,483
Rukum,Female,50 - 54 Years,Seeking job,70
Rukum,Female,50 - 54 Years,Household chores,2378
Rukum,Female,50 - 54 Years,Study,70
Rukum,Female,50 - 54 Years,Non of activity,452
Rukum,Female,50 - 54 Years,Activity not stated,8
Rukum,Female,55 - 59 Years,Total Person,2731
Rukum,Female,55 - 59 Years,Own agriculture,1762
Rukum,Female,55 - 59 Years,Wage/salary earning,111
Rukum,Female,55 - 59 Years,Own non- agricultural,230
Rukum,Female,55 - 59 Years,Extended economic,325
Rukum,Female,55 - 59 Years,Seeking job,71
Rukum,Female,55 - 59 Years,Household chores,1723
Rukum,Female,55 - 59 Years,Study,40
Rukum,Female,55 - 59 Years,Non of activity,429
Rukum,Female,55 - 59 Years,Activity not stated,0
Rukum,Female,60 - 64 Years,Total Person,2891
Rukum,Female,60 - 64 Years,Own agriculture,1417
Rukum,Female,60 - 64 Years,Wage/salary earning,89
Rukum,Female,60 - 64 Years,Own non- agricultural,161
Rukum,Female,60 - 64 Years,Extended economic,338
Rukum,Female,60 - 64 Years,Seeking job,32
Rukum,Female,60 - 64 Years,Household chores,1562
Rukum,Female,60 - 64 Years,Study,24
Rukum,Female,60 - 64 Years,Non of activity,934
Rukum,Female,60 - 64 Years,Activity not stated,8
Rukum,Female,65 - 69 Years,Total Person,1654
Rukum,Female,65 - 69 Years,Own agriculture,665
Rukum,Female,65 - 69 Years,Wage/salary earning,51
Rukum,Female,65 - 69 Years,Own non- agricultural,43
Rukum,Female,65 - 69 Years,Extended economic,119
Rukum,Female,65 - 69 Years,Seeking job,17
Rukum,Female,65 - 69 Years,Household chores,716
Rukum,Female,65 - 69 Years,Study,51
Rukum,Female,65 - 69 Years,Non of activity,742
Rukum,Female,65 - 69 Years,Activity not stated,9
Rukum,Female,70 - 74 Years,Total Person,1105
Rukum,Female,70 - 74 Years,Own agriculture,276
Rukum,Female,70 - 74 Years,Wage/salary earning,9
Rukum,Female,70 - 74 Years,Own non- agricultural,28
Rukum,Female,70 - 74 Years,Extended economic,55
Rukum,Female,70 - 74 Years,Seeking job,9
Rukum,Female,70 - 74 Years,Household chores,341
Rukum,Female,70 - 74 Years,Study,28
Rukum,Female,70 - 74 Years,Non of activity,691
Rukum,Female,70 - 74 Years,Activity not stated,9
Rukum,Female,75+ Years,Total Person,878
Rukum,Female,75+ Years,Own agriculture,79
Rukum,Female,75+ Years,Wage/salary earning,7
Rukum,Female,75+ Years,Own non- agricultural,21
Rukum,Female,75+ Years,Extended economic,14
Rukum,Female,75+ Years,Seeking job,0
Rukum,Female,75+ Years,Household chores,228
Rukum,Female,75+ Years,Study,14
Rukum,Female,75+ Years,Non of activity,678
Rukum,Female,75+ Years,Activity not stated,7
Salyan,Male,10 - 14 Years,Total Person,18099
Salyan,Male,10 - 14 Years,Own agriculture,881
Salyan,Male,10 - 14 Years,Wage/salary earning,88
Salyan,Male,10 - 14 Years,Own non- agricultural,40
Salyan,Male,10 - 14 Years,Extended economic,232
Salyan,Male,10 - 14 Years,Seeking job,16
Salyan,Male,10 - 14 Years,Household chores,601
Salyan,Male,10 - 14 Years,Study,17490
Salyan,Male,10 - 14 Years,Non of activity,681
Salyan,Male,10 - 14 Years,Activity not stated,144
Salyan,Male,15 - 19 Years,Total Person,13228
Salyan,Male,15 - 19 Years,Own agriculture,2457
Salyan,Male,15 - 19 Years,Wage/salary earning,1139
Salyan,Male,15 - 19 Years,Own non- agricultural,270
Salyan,Male,15 - 19 Years,Extended economic,475
Salyan,Male,15 - 19 Years,Seeking job,491
Salyan,Male,15 - 19 Years,Household chores,713
Salyan,Male,15 - 19 Years,Study,10386
Salyan,Male,15 - 19 Years,Non of activity,450
Salyan,Male,15 - 19 Years,Activity not stated,82
Salyan,Male,20 - 24 Years,Total Person,8881
Salyan,Male,20 - 24 Years,Own agriculture,4558
Salyan,Male,20 - 24 Years,Wage/salary earning,3283
Salyan,Male,20 - 24 Years,Own non- agricultural,891
Salyan,Male,20 - 24 Years,Extended economic,743
Salyan,Male,20 - 24 Years,Seeking job,805
Salyan,Male,20 - 24 Years,Household chores,719
Salyan,Male,20 - 24 Years,Study,2799
Salyan,Male,20 - 24 Years,Non of activity,414
Salyan,Male,20 - 24 Years,Activity not stated,63
Salyan,Male,25 - 29 Years,Total Person,7012
Salyan,Male,25 - 29 Years,Own agriculture,4938
Salyan,Male,25 - 29 Years,Wage/salary earning,3004
Salyan,Male,25 - 29 Years,Own non- agricultural,1086
Salyan,Male,25 - 29 Years,Extended economic,963
Salyan,Male,25 - 29 Years,Seeking job,922
Salyan,Male,25 - 29 Years,Household chores,839
Salyan,Male,25 - 29 Years,Study,428
Salyan,Male,25 - 29 Years,Non of activity,288
Salyan,Male,25 - 29 Years,Activity not stated,33
Salyan,Male,30 - 34 Years,Total Person,5997
Salyan,Male,30 - 34 Years,Own agriculture,4678
Salyan,Male,30 - 34 Years,Wage/salary earning,2443
Salyan,Male,30 - 34 Years,Own non- agricultural,812
Salyan,Male,30 - 34 Years,Extended economic,916
Salyan,Male,30 - 34 Years,Seeking job,700
Salyan,Male,30 - 34 Years,Household chores,812
Salyan,Male,30 - 34 Years,Study,104
Salyan,Male,30 - 34 Years,Non of activity,365
Salyan,Male,30 - 34 Years,Activity not stated,22
Salyan,Male,35 - 39 Years,Total Person,5877
Salyan,Male,35 - 39 Years,Own agriculture,4493
Salyan,Male,35 - 39 Years,Wage/salary earning,2619
Salyan,Male,35 - 39 Years,Own non- agricultural,754
Salyan,Male,35 - 39 Years,Extended economic,912
Salyan,Male,35 - 39 Years,Seeking job,522
Salyan,Male,35 - 39 Years,Household chores,663
Salyan,Male,35 - 39 Years,Study,33
Salyan,Male,35 - 39 Years,Non of activity,265
Salyan,Male,35 - 39 Years,Activity not stated,17
Salyan,Male,40 - 44 Years,Total Person,5176
Salyan,Male,40 - 44 Years,Own agriculture,4072
Salyan,Male,40 - 44 Years,Wage/salary earning,2316
Salyan,Male,40 - 44 Years,Own non- agricultural,635
Salyan,Male,40 - 44 Years,Extended economic,775
Salyan,Male,40 - 44 Years,Seeking job,453
Salyan,Male,40 - 44 Years,Household chores,585
Salyan,Male,40 - 44 Years,Study,0
Salyan,Male,40 - 44 Years,Non of activity,157
Salyan,Male,40 - 44 Years,Activity not stated,33
Salyan,Male,45 - 49 Years,Total Person,4446
Salyan,Male,45 - 49 Years,Own agriculture,3667
Salyan,Male,45 - 49 Years,Wage/salary earning,1690
Salyan,Male,45 - 49 Years,Own non- agricultural,673
Salyan,Male,45 - 49 Years,Extended economic,714
Salyan,Male,45 - 49 Years,Seeking job,320
Salyan,Male,45 - 49 Years,Household chores,681
Salyan,Male,45 - 49 Years,Study,25
Salyan,Male,45 - 49 Years,Non of activity,189
Salyan,Male,45 - 49 Years,Activity not stated,16
Salyan,Male,50 - 54 Years,Total Person,4279
Salyan,Male,50 - 54 Years,Own agriculture,3658
Salyan,Male,50 - 54 Years,Wage/salary earning,1429
Salyan,Male,50 - 54 Years,Own non- agricultural,612
Salyan,Male,50 - 54 Years,Extended economic,612
Salyan,Male,50 - 54 Years,Seeking job,408
Salyan,Male,50 - 54 Years,Household chores,719
Salyan,Male,50 - 54 Years,Study,16
Salyan,Male,50 - 54 Years,Non of activity,253
Salyan,Male,50 - 54 Years,Activity not stated,0
Salyan,Male,55 - 59 Years,Total Person,3608
Salyan,Male,55 - 59 Years,Own agriculture,3088
Salyan,Male,55 - 59 Years,Wage/salary earning,984
Salyan,Male,55 - 59 Years,Own non- agricultural,488
Salyan,Male,55 - 59 Years,Extended economic,688
Salyan,Male,55 - 59 Years,Seeking job,272
Salyan,Male,55 - 59 Years,Household chores,464
Salyan,Male,55 - 59 Years,Study,8
Salyan,Male,55 - 59 Years,Non of activity,376
Salyan,Male,55 - 59 Years,Activity not stated,8
Salyan,Male,60 - 64 Years,Total Person,3021
Salyan,Male,60 - 64 Years,Own agriculture,2450
Salyan,Male,60 - 64 Years,Wage/salary earning,495
Salyan,Male,60 - 64 Years,Own non- agricultural,441
Salyan,Male,60 - 64 Years,Extended economic,495
Salyan,Male,60 - 64 Years,Seeking job,190
Salyan,Male,60 - 64 Years,Household chores,457
Salyan,Male,60 - 64 Years,Study,23
Salyan,Male,60 - 64 Years,Non of activity,487
Salyan,Male,60 - 64 Years,Activity not stated,0
Salyan,Male,65 - 69 Years,Total Person,2184
Salyan,Male,65 - 69 Years,Own agriculture,1489
Salyan,Male,65 - 69 Years,Wage/salary earning,257
Salyan,Male,65 - 69 Years,Own non- agricultural,249
Salyan,Male,65 - 69 Years,Extended economic,348
Salyan,Male,65 - 69 Years,Seeking job,91
Salyan,Male,65 - 69 Years,Household chores,469
Salyan,Male,65 - 69 Years,Study,15
Salyan,Male,65 - 69 Years,Non of activity,657
Salyan,Male,65 - 69 Years,Activity not stated,8
Salyan,Male,70 - 74 Years,Total Person,1177
Salyan,Male,70 - 74 Years,Own agriculture,601
Salyan,Male,70 - 74 Years,Wage/salary earning,85
Salyan,Male,70 - 74 Years,Own non- agricultural,76
Salyan,Male,70 - 74 Years,Extended economic,102
Salyan,Male,70 - 74 Years,Seeking job,59
Salyan,Male,70 - 74 Years,Household chores,262
Salyan,Male,70 - 74 Years,Study,17
Salyan,Male,70 - 74 Years,Non of activity,542
Salyan,Male,70 - 74 Years,Activity not stated,0
Salyan,Male,75+ Years,Total Person,1125
Salyan,Male,75+ Years,Own agriculture,387
Salyan,Male,75+ Years,Wage/salary earning,48
Salyan,Male,75+ Years,Own non- agricultural,48
Salyan,Male,75+ Years,Extended economic,83
Salyan,Male,75+ Years,Seeking job,7
Salyan,Male,75+ Years,Household chores,145
Salyan,Male,75+ Years,Study,14
Salyan,Male,75+ Years,Non of activity,738
Salyan,Male,75+ Years,Activity not stated,7
Salyan,Female,10 - 14 Years,Total Person,18481
Salyan,Female,10 - 14 Years,Own agriculture,995
Salyan,Female,10 - 14 Years,Wage/salary earning,58
Salyan,Female,10 - 14 Years,Own non- agricultural,66
Salyan,Female,10 - 14 Years,Extended economic,321
Salyan,Female,10 - 14 Years,Seeking job,33
Salyan,Female,10 - 14 Years,Household chores,1028
Salyan,Female,10 - 14 Years,Study,17675
Salyan,Female,10 - 14 Years,Non of activity,535
Salyan,Female,10 - 14 Years,Activity not stated,321
Salyan,Female,15 - 19 Years,Total Person,15104
Salyan,Female,15 - 19 Years,Own agriculture,3421
Salyan,Female,15 - 19 Years,Wage/salary earning,374
Salyan,Female,15 - 19 Years,Own non- agricultural,390
Salyan,Female,15 - 19 Years,Extended economic,1187
Salyan,Female,15 - 19 Years,Seeking job,125
Salyan,Female,15 - 19 Years,Household chores,2923
Salyan,Female,15 - 19 Years,Study,11002
Salyan,Female,15 - 19 Years,Non of activity,448
Salyan,Female,15 - 19 Years,Activity not stated,91
Salyan,Female,20 - 24 Years,Total Person,12110
Salyan,Female,20 - 24 Years,Own agriculture,7467
Salyan,Female,20 - 24 Years,Wage/salary earning,848
Salyan,Female,20 - 24 Years,Own non- agricultural,1013
Salyan,Female,20 - 24 Years,Extended economic,2750
Salyan,Female,20 - 24 Years,Seeking job,255
Salyan,Female,20 - 24 Years,Household chores,6652
Salyan,Female,20 - 24 Years,Study,2215
Salyan,Female,20 - 24 Years,Non of activity,436
Salyan,Female,20 - 24 Years,Activity not stated,132
Salyan,Female,25 - 29 Years,Total Person,10014
Salyan,Female,25 - 29 Years,Own agriculture,7214
Salyan,Female,25 - 29 Years,Wage/salary earning,931
Salyan,Female,25 - 29 Years,Own non- agricultural,908
Salyan,Female,25 - 29 Years,Extended economic,2319
Salyan,Female,25 - 29 Years,Seeking job,240
Salyan,Female,25 - 29 Years,Household chores,6523
Salyan,Female,25 - 29 Years,Study,287
Salyan,Female,25 - 29 Years,Non of activity,318
Salyan,Female,25 - 29 Years,Activity not stated,47
Salyan,Female,30 - 34 Years,Total Person,7799
Salyan,Female,30 - 34 Years,Own agriculture,5969
Salyan,Female,30 - 34 Years,Wage/salary earning,651
Salyan,Female,30 - 34 Years,Own non- agricultural,729
Salyan,Female,30 - 34 Years,Extended economic,2047
Salyan,Female,30 - 34 Years,Seeking job,147
Salyan,Female,30 - 34 Years,Household chores,5326
Salyan,Female,30 - 34 Years,Study,62
Salyan,Female,30 - 34 Years,Non of activity,194
Salyan,Female,30 - 34 Years,Activity not stated,39
Salyan,Female,35 - 39 Years,Total Person,7115
Salyan,Female,35 - 39 Years,Own agriculture,5480
Salyan,Female,35 - 39 Years,Wage/salary earning,456
Salyan,Female,35 - 39 Years,Own non- agricultural,654
Salyan,Female,35 - 39 Years,Extended economic,1652
Salyan,Female,35 - 39 Years,Seeking job,198
Salyan,Female,35 - 39 Years,Household chores,4956
Salyan,Female,35 - 39 Years,Study,34
Salyan,Female,35 - 39 Years,Non of activity,232
Salyan,Female,35 - 39 Years,Activity not stated,43
Salyan,Female,40 - 44 Years,Total Person,5755
Salyan,Female,40 - 44 Years,Own agriculture,4447
Salyan,Female,40 - 44 Years,Wage/salary earning,436
Salyan,Female,40 - 44 Years,Own non- agricultural,491
Salyan,Female,40 - 44 Years,Extended economic,1387
Salyan,Female,40 - 44 Years,Seeking job,87
Salyan,Female,40 - 44 Years,Household chores,3940
Salyan,Female,40 - 44 Years,Study,40
Salyan,Female,40 - 44 Years,Non of activity,159
Salyan,Female,40 - 44 Years,Activity not stated,24
Salyan,Female,45 - 49 Years,Total Person,4787
Salyan,Female,45 - 49 Years,Own agriculture,3719
Salyan,Female,45 - 49 Years,Wage/salary earning,211
Salyan,Female,45 - 49 Years,Own non- agricultural,343
Salyan,Female,45 - 49 Years,Extended economic,1099
Salyan,Female,45 - 49 Years,Seeking job,101
Salyan,Female,45 - 49 Years,Household chores,3165
Salyan,Female,45 - 49 Years,Study,23
Salyan,Female,45 - 49 Years,Non of activity,133
Salyan,Female,45 - 49 Years,Activity not stated,23
Salyan,Female,50 - 54 Years,Total Person,3986
Salyan,Female,50 - 54 Years,Own agriculture,2878
Salyan,Female,50 - 54 Years,Wage/salary earning,162
Salyan,Female,50 - 54 Years,Own non- agricultural,364
Salyan,Female,50 - 54 Years,Extended economic,881
Salyan,Female,50 - 54 Years,Seeking job,81
Salyan,Female,50 - 54 Years,Household chores,2789
Salyan,Female,50 - 54 Years,Study,32
Salyan,Female,50 - 54 Years,Non of activity,226
Salyan,Female,50 - 54 Years,Activity not stated,0
Salyan,Female,55 - 59 Years,Total Person,3462
Salyan,Female,55 - 59 Years,Own agriculture,2446
Salyan,Female,55 - 59 Years,Wage/salary earning,153
Salyan,Female,55 - 59 Years,Own non- agricultural,283
Salyan,Female,55 - 59 Years,Extended economic,772
Salyan,Female,55 - 59 Years,Seeking job,61
Salyan,Female,55 - 59 Years,Household chores,2377
Salyan,Female,55 - 59 Years,Study,38
Salyan,Female,55 - 59 Years,Non of activity,374
Salyan,Female,55 - 59 Years,Activity not stated,38
Salyan,Female,60 - 64 Years,Total Person,3218
Salyan,Female,60 - 64 Years,Own agriculture,1774
Salyan,Female,60 - 64 Years,Wage/salary earning,94
Salyan,Female,60 - 64 Years,Own non- agricultural,141
Salyan,Female,60 - 64 Years,Extended economic,534
Salyan,Female,60 - 64 Years,Seeking job,24
Salyan,Female,60 - 64 Years,Household chores,1837
Salyan,Female,60 - 64 Years,Study,71
Salyan,Female,60 - 64 Years,Non of activity,801
Salyan,Female,60 - 64 Years,Activity not stated,39
Salyan,Female,65 - 69 Years,Total Person,2088
Salyan,Female,65 - 69 Years,Own agriculture,946
Salyan,Female,65 - 69 Years,Wage/salary earning,73
Salyan,Female,65 - 69 Years,Own non- agricultural,98
Salyan,Female,65 - 69 Years,Extended economic,318
Salyan,Female,65 - 69 Years,Seeking job,33
Salyan,Female,65 - 69 Years,Household chores,1232
Salyan,Female,65 - 69 Years,Study,0
Salyan,Female,65 - 69 Years,Non of activity,799
Salyan,Female,65 - 69 Years,Activity not stated,8
Salyan,Female,70 - 74 Years,Total Person,1120
Salyan,Female,70 - 74 Years,Own agriculture,352
Salyan,Female,70 - 74 Years,Wage/salary earning,25
Salyan,Female,70 - 74 Years,Own non- agricultural,33
Salyan,Female,70 - 74 Years,Extended economic,90
Salyan,Female,70 - 74 Years,Seeking job,0
Salyan,Female,70 - 74 Years,Household chores,368
Salyan,Female,70 - 74 Years,Study,25
Salyan,Female,70 - 74 Years,Non of activity,638
Salyan,Female,70 - 74 Years,Activity not stated,8
Salyan,Female,75+ Years,Total Person,1060
Salyan,Female,75+ Years,Own agriculture,136
Salyan,Female,75+ Years,Wage/salary earning,9
Salyan,Female,75+ Years,Own non- agricultural,9
Salyan,Female,75+ Years,Extended economic,36
Salyan,Female,75+ Years,Seeking job,0
Salyan,Female,75+ Years,Household chores,272
Salyan,Female,75+ Years,Study,36
Salyan,Female,75+ Years,Non of activity,716
Salyan,Female,75+ Years,Activity not stated,0
Dang,Male,10 - 14 Years,Total Person,38731
Dang,Male,10 - 14 Years,Own agriculture,3270
Dang,Male,10 - 14 Years,Wage/salary earning,587
Dang,Male,10 - 14 Years,Own non- agricultural,400
Dang,Male,10 - 14 Years,Extended economic,721
Dang,Male,10 - 14 Years,Seeking job,115
Dang,Male,10 - 14 Years,Household chores,4330
Dang,Male,10 - 14 Years,Study,36530
Dang,Male,10 - 14 Years,Non of activity,2952
Dang,Male,10 - 14 Years,Activity not stated,341
Dang,Male,15 - 19 Years,Total Person,29781
Dang,Male,15 - 19 Years,Own agriculture,6487
Dang,Male,15 - 19 Years,Wage/salary earning,4348
Dang,Male,15 - 19 Years,Own non- agricultural,969
Dang,Male,15 - 19 Years,Extended economic,1047
Dang,Male,15 - 19 Years,Seeking job,1244
Dang,Male,15 - 19 Years,Household chores,3343
Dang,Male,15 - 19 Years,Study,22058
Dang,Male,15 - 19 Years,Non of activity,2099
Dang,Male,15 - 19 Years,Activity not stated,201
Dang,Male,20 - 24 Years,Total Person,19379
Dang,Male,20 - 24 Years,Own agriculture,7428
Dang,Male,20 - 24 Years,Wage/salary earning,7394
Dang,Male,20 - 24 Years,Own non- agricultural,1756
Dang,Male,20 - 24 Years,Extended economic,1270
Dang,Male,20 - 24 Years,Seeking job,1675
Dang,Male,20 - 24 Years,Household chores,2253
Dang,Male,20 - 24 Years,Study,6053
Dang,Male,20 - 24 Years,Non of activity,1433
Dang,Male,20 - 24 Years,Activity not stated,132
Dang,Male,25 - 29 Years,Total Person,16816
Dang,Male,25 - 29 Years,Own agriculture,8404
Dang,Male,25 - 29 Years,Wage/salary earning,8312
Dang,Male,25 - 29 Years,Own non- agricultural,2525
Dang,Male,25 - 29 Years,Extended economic,1504
Dang,Male,25 - 29 Years,Seeking job,1587
Dang,Male,25 - 29 Years,Household chores,1972
Dang,Male,25 - 29 Years,Study,1025
Dang,Male,25 - 29 Years,Non of activity,1297
Dang,Male,25 - 29 Years,Activity not stated,76
Dang,Male,30 - 34 Years,Total Person,14920
Dang,Male,30 - 34 Years,Own agriculture,8150
Dang,Male,30 - 34 Years,Wage/salary earning,6729
Dang,Male,30 - 34 Years,Own non- agricultural,3030
Dang,Male,30 - 34 Years,Extended economic,1390
Dang,Male,30 - 34 Years,Seeking job,1340
Dang,Male,30 - 34 Years,Household chores,2092
Dang,Male,30 - 34 Years,Study,335
Dang,Male,30 - 34 Years,Non of activity,1072
Dang,Male,30 - 34 Years,Activity not stated,90
Dang,Male,35 - 39 Years,Total Person,14911
Dang,Male,35 - 39 Years,Own agriculture,8329
Dang,Male,35 - 39 Years,Wage/salary earning,7279
Dang,Male,35 - 39 Years,Own non- agricultural,2893
Dang,Male,35 - 39 Years,Extended economic,1470
Dang,Male,35 - 39 Years,Seeking job,1145
Dang,Male,35 - 39 Years,Household chores,2160
Dang,Male,35 - 39 Years,Study,129
Dang,Male,35 - 39 Years,Non of activity,1134
Dang,Male,35 - 39 Years,Activity not stated,40
Dang,Male,40 - 44 Years,Total Person,12898
Dang,Male,40 - 44 Years,Own agriculture,7681
Dang,Male,40 - 44 Years,Wage/salary earning,5248
Dang,Male,40 - 44 Years,Own non- agricultural,2860
Dang,Male,40 - 44 Years,Extended economic,1345
Dang,Male,40 - 44 Years,Seeking job,847
Dang,Male,40 - 44 Years,Household chores,1746
Dang,Male,40 - 44 Years,Study,76
Dang,Male,40 - 44 Years,Non of activity,1127
Dang,Male,40 - 44 Years,Activity not stated,43
Dang,Male,45 - 49 Years,Total Person,11234
Dang,Male,45 - 49 Years,Own agriculture,7391
Dang,Male,45 - 49 Years,Wage/salary earning,4596
Dang,Male,45 - 49 Years,Own non- agricultural,1966
Dang,Male,45 - 49 Years,Extended economic,1506
Dang,Male,45 - 49 Years,Seeking job,514
Dang,Male,45 - 49 Years,Household chores,1751
Dang,Male,45 - 49 Years,Study,8
Dang,Male,45 - 49 Years,Non of activity,927
Dang,Male,45 - 49 Years,Activity not stated,8
Dang,Male,50 - 54 Years,Total Person,9786
Dang,Male,50 - 54 Years,Own agriculture,7046
Dang,Male,50 - 54 Years,Wage/salary earning,2977
Dang,Male,50 - 54 Years,Own non- agricultural,1643
Dang,Male,50 - 54 Years,Extended economic,1256
Dang,Male,50 - 54 Years,Seeking job,487
Dang,Male,50 - 54 Years,Household chores,1689
Dang,Male,50 - 54 Years,Study,57
Dang,Male,50 - 54 Years,Non of activity,1030
Dang,Male,50 - 54 Years,Activity not stated,32
Dang,Male,55 - 59 Years,Total Person,8096
Dang,Male,55 - 59 Years,Own agriculture,5907
Dang,Male,55 - 59 Years,Wage/salary earning,1894
Dang,Male,55 - 59 Years,Own non- agricultural,1299
Dang,Male,55 - 59 Years,Extended economic,1214
Dang,Male,55 - 59 Years,Seeking job,346
Dang,Male,55 - 59 Years,Household chores,1731
Dang,Male,55 - 59 Years,Study,32
Dang,Male,55 - 59 Years,Non of activity,1422
Dang,Male,55 - 59 Years,Activity not stated,56
Dang,Male,60 - 64 Years,Total Person,6983
Dang,Male,60 - 64 Years,Own agriculture,4608
Dang,Male,60 - 64 Years,Wage/salary earning,1016
Dang,Male,60 - 64 Years,Own non- agricultural,1176
Dang,Male,60 - 64 Years,Extended economic,880
