District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Age-Group,Gender,Indicator,Value
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,Middle East country,0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,Other Asian country,8
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,European country,1
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,Other countries,30
Sarlahi,Janakpur,Terai,Central,2068/69,2011/12,60+ Years,Female,Country not stated,68
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,80
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,India,80
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,European country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,133
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,India,117
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),16
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,European country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,Total foreign born population,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,India,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,Middle East country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,European country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,Other countries,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Male,Country not stated,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,41
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,India,33
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Middle East country,8
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,European country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,305
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,India,288
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),16
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,European country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Other countries,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,15 - 59 Years,Female,Country not stated,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,Total foreign born population,24
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,India,24
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,Middle East country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,European country,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,Other countries,0
Sindhuli,Janakpur,Hill,Central,2068/69,2011/12,60+ Years,Female,Country not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,24
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,India,24
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,European country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,197
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,India,148
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,25
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,European country,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,Total foreign born population,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,India,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,Middle East country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,European country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,Other countries,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Male,Country not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,65
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,India,65
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,European country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,128
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,India,120
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,Middle East country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,European country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,Other countries,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,15 - 59 Years,Female,Country not stated,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,Total foreign born population,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,India,8
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,Middle East country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,European country,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,Other countries,0
Sindhupalchok,Bagmati,Mountain,Central,2068/69,2011/12,60+ Years,Female,Country not stated,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,97
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,India,97
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,European country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,620
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,India,575
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),19
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Middle East country,8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,European country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other countries,8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Male,Country not stated,10
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Total foreign born population,151
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,India,135
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Middle East country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,European country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Other countries,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Male,Country not stated,8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,133
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,India,133
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,ASEAN country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Middle East country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other Asian country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,European country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,North American country (USA/Canada),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Other countries,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,00 - 14 Years,Female,Country not stated,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Total foreign born population,8218
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,India,8008
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,SAARC country (excluding india),41
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,ASEAN country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Middle East country,8
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other Asian country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,European country,34
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,North American country (USA/Canada),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Other countries,32
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,15 - 59 Years,Female,Country not stated,94
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Total foreign born population,1443
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,India,1424
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,SAARC country (excluding india),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,ASEAN country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Middle East country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Other Asian country,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,European country,1
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,North American country (USA/Canada),0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Other countries,0
Siraha,Sagarmatha,Terai,Eastern,2068/69,2011/12,60+ Years,Female,Country not stated,18
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Total foreign born population,16
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,India,16
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,SAARC country (excluding india),0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,ASEAN country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Middle East country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other Asian country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,European country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,North American country (USA/Canada),0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Other countries,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Male,Country not stated,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Total foreign born population,71
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,India,48
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,SAARC country (excluding india),0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,ASEAN country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Middle East country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other Asian country,24
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,European country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,North American country (USA/Canada),0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Other countries,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,15 - 59 Years,Male,Country not stated,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Total foreign born population,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,India,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,SAARC country (excluding india),0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,ASEAN country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Middle East country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Other Asian country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,European country,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,North American country (USA/Canada),0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Other countries,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,60+ Years,Male,Country not stated,0
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,Total foreign born population,16
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,India,16
Solukhumbu,Sagarmatha,Mountain,Eastern,2068/69,2011/12,00 - 14 Years,Female,SAARC country (excluding india),0
