District,Gender,"Area, Sex and type of activity",Duration of activity performed (in month),Value
 Achham,Male,Economic,8,  5520
 Achham,Male,Economic,9,2720
 Achham,Male,Economic,10, 4638
 Achham,Male,Economic,11,  943
 Achham,Male,Economic,12,17575
 Achham,Male,Extended Economic,0, 67265
 Achham,Male,Extended Economic,1, 2139
 Achham,Male,Extended Economic,2, 4477
 Achham,Male,Extended Economic,3,  2400
 Achham,Male,Extended Economic,4, 1920
 Achham,Male,Extended Economic,5,  309
 Achham,Male,Extended Economic,6,739
 Achham,Male,Extended Economic,7,  72
 Achham,Male,Extended Economic,8, 211
 Achham,Male,Extended Economic,9,16
 Achham,Male,Extended Economic,10,130
 Achham,Male,Extended Economic,11, 0
 Achham,Male,Extended Economic,12, 90
 Achham,Male,Seeking job,0, 72288
 Achham,Male,Seeking job,1, 1649
 Achham,Male,Seeking job,2, 2648
 Achham,Male,Seeking job,3, 961
 Achham,Male,Seeking job,4, 1073
 Achham,Male,Seeking job,5,  213
 Achham,Male,Seeking job,6,652
 Achham,Male,Seeking job,7,  72
 Achham,Male,Seeking job,8,  90
 Achham,Male,Seeking job,9,16
 Achham,Male,Seeking job,10, 16
 Achham,Male,Seeking job,11,16
 Achham,Male,Seeking job,12, 74
 Achham,Male,Non-Economic,0,24726
 Achham,Male,Non-Economic,1, 1771
 Achham,Male,Non-Economic,2, 5908
 Achham,Male,Non-Economic,3,  3031
 Achham,Male,Non-Economic,4, 3707
 Achham,Male,Non-Economic,5,1227
 Achham,Male,Non-Economic,6, 3113
 Achham,Male,Non-Economic,7, 384
 Achham,Male,Non-Economic,8,  1252
 Achham,Male,Non-Economic,9,1139
 Achham,Male,Non-Economic,10, 3377
 Achham,Male,Non-Economic,11,  636
 Achham,Male,Non-Economic,12,29496
 Achham,Female,Economic,0,  34691
 Achham,Female,Economic,1, 745
 Achham,Female,Economic,2, 3701
 Achham,Female,Economic,3,  1949
 Achham,Female,Economic,4, 3826
 Achham,Female,Economic,5,2474
 Achham,Female,Economic,6,17191
 Achham,Female,Economic,7,  4092
 Achham,Female,Economic,8,  9520
 Achham,Female,Economic,9,3493
 Achham,Female,Economic,10, 5419
 Achham,Female,Economic,11,  427
 Achham,Female,Economic,12,11263
 Achham,Female,Extended Economic,0,  79163
 Achham,Female,Extended Economic,1,  2972
 Achham,Female,Extended Economic,2, 7435
 Achham,Female,Extended Economic,3,  3354
 Achham,Female,Extended Economic,4, 3008
 Achham,Female,Extended Economic,5,  593
 Achham,Female,Extended Economic,6, 1379
 Achham,Female,Extended Economic,7, 234
 Achham,Female,Extended Economic,8, 201
 Achham,Female,Extended Economic,9,24
 Achham,Female,Extended Economic,10,178
 Achham,Female,Extended Economic,11,25
 Achham,Female,Extended Economic,12,225
 Achham,Female,Seeking job,0,  96512
 Achham,Female,Seeking job,1, 665
 Achham,Female,Seeking job,2,892
 Achham,Female,Seeking job,3, 202
 Achham,Female,Seeking job,4,217
 Achham,Female,Seeking job,5,98
 Achham,Female,Seeking job,6, 98
 Achham,Female,Seeking job,7,8
 Achham,Female,Seeking job,8,  33
 Achham,Female,Seeking job,9, 0
 Achham,Female,Seeking job,10,  8
 Achham,Female,Seeking job,11, 0
 Achham,Female,Seeking job,12, 57
 Achham,Female,Non-Economic,0, 15491
 Achham,Female,Non-Economic,1,  1210
 Achham,Female,Non-Economic,2, 8521
 Achham,Female,Non-Economic,3,  5710
 Achham,Female,Non-Economic,4,10127
 Achham,Female,Non-Economic,5,3142
 Achham,Female,Non-Economic,6,11473
 Achham,Female,Non-Economic,7,  1570
 Achham,Female,Non-Economic,8,  2938
 Achham,Female,Non-Economic,9,1601
 Achham,Female,Non-Economic,10, 3921
 Achham,Female,Non-Economic,11,  650
 Achham,Female,Non-Economic,12,32435
 Doti,Male,Economic,0,24446
 Doti,Male,Economic,1, 351
 Doti,Male,Economic,2, 1385
 Doti,Male,Economic,3, 455
 Doti,Male,Economic,4,923
 Doti,Male,Economic,5, 488
 Doti,Male,Economic,6,  3920
 Doti,Male,Economic,7,  1413
 Doti,Male,Economic,8,  4292
 Doti,Male,Economic,9,2276
 Doti,Male,Economic,10, 4640
 Doti,Male,Economic,11,  940
 Doti,Male,Economic,12,16100
 Doti,Male,Extended Economic,0,51624
 Doti,Male,Extended Economic,1,  2049
 Doti,Male,Extended Economic,2, 3884
 Doti,Male,Extended Economic,3,  1543
 Doti,Male,Extended Economic,4, 1438
 Doti,Male,Extended Economic,5, 164
 Doti,Male,Extended Economic,6, 626
 Doti,Male,Extended Economic,7,  49
 Doti,Male,Extended Economic,8, 139
 Doti,Male,Extended Economic,9,14
 Doti,Male,Extended Economic,10, 31
 Doti,Male,Extended Economic,11, 0
 Doti,Male,Extended Economic,12, 67
 Doti,Male,Seeking job,0,57382
 Doti,Male,Seeking job,1,  1018
 Doti,Male,Seeking job,2, 1660
 Doti,Male,Seeking job,3, 421
 Doti,Male,Seeking job,4,510
 Doti,Male,Seeking job,5,  94
 Doti,Male,Seeking job,6, 306
 Doti,Male,Seeking job,7,  18
 Doti,Male,Seeking job,8,  36
 Doti,Male,Seeking job,9, 1
 Doti,Male,Seeking job,10, 33
 Doti,Male,Seeking job,11, 0
 Doti,Male,Seeking job,12,150
 Doti,Male,Non-Economic,0,  22048
 Doti,Male,Non-Economic,1,  1346
 Doti,Male,Non-Economic,2, 4771
 Doti,Male,Non-Economic,3,  2092
 Doti,Male,Non-Economic,4, 2405
 Doti,Male,Non-Economic,5, 859
 Doti,Male,Non-Economic,6,  1662
 Doti,Male,Non-Economic,7, 205
 Doti,Male,Non-Economic,8, 423
 Doti,Male,Non-Economic,9,  358
 Doti,Male,Non-Economic,10, 1704
 Doti,Male,Non-Economic,11,  416
 Doti,Male,Non-Economic,12,23339
 Doti,Female,Economic,0,  29883
 Doti,Female,Economic,1, 322
 Doti,Female,Economic,2, 1918
 Doti,Female,Economic,3,  1209
 Doti,Female,Economic,4, 3296
 Doti,Female,Economic,5,1769
 Doti,Female,Economic,6,14060
 Doti,Female,Economic,7,  3255
 Doti,Female,Economic,8,  8559
 Doti,Female,Economic,9,3103
 Doti,Female,Economic,10, 6395
 Doti,Female,Economic,11,  549
 Doti,Female,Economic,12, 8915
 Doti,Female,Extended Economic,0,  61514
 Doti,Female,Extended Economic,1,  2783
 Doti,Female,Extended Economic,2, 7205
 Doti,Female,Extended Economic,3,  4757
 Doti,Female,Extended Economic,4, 3805
 Doti,Female,Extended Economic,5,  686
 Doti,Female,Extended Economic,6, 1641
 Doti,Female,Extended Economic,7, 135
 Doti,Female,Extended Economic,8, 405
 Doti,Female,Extended Economic,9, 6
 Doti,Female,Extended Economic,10, 76
 Doti,Female,Extended Economic,11, 0
 Doti,Female,Extended Economic,12,219
 Doti,Female,Seeking job,0,  81768
 Doti,Female,Seeking job,1, 373
 Doti,Female,Seeking job,2,559
 Doti,Female,Seeking job,3, 197
 Doti,Female,Seeking job,4,151
 Doti,Female,Seeking job,5,44
 Doti,Female,Seeking job,6, 90
 Doti,Female,Seeking job,7,9
 Doti,Female,Seeking job,8,9
 Doti,Female,Seeking job,9, 8
 Doti,Female,Seeking job,10,  8
 Doti,Female,Seeking job,11, 0
 Doti,Female,Seeking job,12, 17
 Doti,Female,Non-Economic,0, 13461
 Doti,Female,Non-Economic,1,  1757
 Doti,Female,Non-Economic,2, 9879
 Doti,Female,Non-Economic,3,  5648
 Doti,Female,Non-Economic,4, 9166
 Doti,Female,Non-Economic,5,2351
 Doti,Female,Non-Economic,6, 7753
 Doti,Female,Non-Economic,7, 643
 Doti,Female,Non-Economic,8,  1413
 Doti,Female,Non-Economic,9,  687
 Doti,Female,Non-Economic,10, 1887
 Doti,Female,Non-Economic,11,  364
 Doti,Female,Non-Economic,12,28223
 Kailali,Male,Economic,0,  117500
 Kailali,Male,Economic,1, 655
 Kailali,Male,Economic,2, 3442
 Kailali,Male,Economic,3,  2260
 Kailali,Male,Economic,4, 4544
 Kailali,Male,Economic,5,1682
 Kailali,Male,Economic,6,15268
 Kailali,Male,Economic,7,  3513
 Kailali,Male,Economic,8,  9206
 Kailali,Male,Economic,9,5291
 Kailali,Male,Economic,10,10244
 Kailali,Male,Economic,11,2688
 Kailali,Male,Economic,12,105392
 Kailali,Male,Extended Economic,0,  266106
 Kailali,Male,Extended Economic,1,  3026
 Kailali,Male,Extended Economic,2, 4535
 Kailali,Male,Extended Economic,3,  2365
 Kailali,Male,Extended Economic,4, 2271
 Kailali,Male,Extended Economic,5,  320
 Kailali,Male,Extended Economic,6, 1449
 Kailali,Male,Extended Economic,7, 106
 Kailali,Male,Extended Economic,8, 450
 Kailali,Male,Extended Economic,9,  131
 Kailali,Male,Extended Economic,10,261
 Kailali,Male,Extended Economic,11,24
 Kailali,Male,Extended Economic,12, 639
 Kailali,Male,Seeking job,0,  265934
 Kailali,Male,Seeking job,1,  2878
 Kailali,Male,Seeking job,2, 4481
 Kailali,Male,Seeking job,3,  2112
 Kailali,Male,Seeking job,4, 1993
 Kailali,Male,Seeking job,5,  504
 Kailali,Male,Seeking job,6, 1844
 Kailali,Male,Seeking job,7, 106
 Kailali,Male,Seeking job,8, 322
 Kailali,Male,Seeking job,9,92
 Kailali,Male,Seeking job,10,240
 Kailali,Male,Seeking job,11, 8
 Kailali,Male,Seeking job,12,  1169
 Kailali,Male,Non-Economic,0, 120214
 Kailali,Male,Non-Economic,1,  2784
 Kailali,Male,Non-Economic,2,10744
 Kailali,Male,Non-Economic,3,  5034
 Kailali,Male,Non-Economic,4, 7134
 Kailali,Male,Non-Economic,5,2755
 Kailali,Male,Non-Economic,6, 9541
 Kailali,Male,Non-Economic,7,  1260
 Kailali,Male,Non-Economic,8,  3096
 Kailali,Male,Non-Economic,9,1688
 Kailali,Male,Non-Economic,10, 3113
 Kailali,Male,Non-Economic,11,  622
 Kailali,Male,Non-Economic,12,113700
 Kailali,Female,Economic,0, 173557
 Kailali,Female,Economic,1,  1473
 Kailali,Female,Economic,2, 7942
 Kailali,Female,Economic,3,  6312
 Kailali,Female,Economic,4,11620
 Kailali,Female,Economic,5,4049
 Kailali,Female,Economic,6,36598
 Kailali,Female,Economic,7,  5221
 Kailali,Female,Economic,8, 11448
 Kailali,Female,Economic,9,3987
 Kailali,Female,Economic,10, 6529
 Kailali,Female,Economic,11,  999
 Kailali,Female,Economic,12, 41763
 Kailali,Female,Extended Economic,0, 288513
 Kailali,Female,Extended Economic,1,  3463
 Kailali,Female,Extended Economic,2, 7186
 Kailali,Female,Extended Economic,3,  4432
 Kailali,Female,Extended Economic,4, 3488
 Kailali,Female,Extended Economic,5,  487
 Kailali,Female,Extended Economic,6, 2459
 Kailali,Female,Extended Economic,7, 260
 Kailali,Female,Extended Economic,8, 293
 Kailali,Female,Extended Economic,9,  106
 Kailali,Female,Extended Economic,10,163
 Kailali,Female,Extended Economic,11,32
 Kailali,Female,Extended Economic,12, 614
 Kailali,Female,Seeking job,0, 306192
 Kailali,Female,Seeking job,1,  1019
 Kailali,Female,Seeking job,2, 1362
 Kailali,Female,Seeking job,3, 574
 Kailali,Female,Seeking job,4,718
 Kailali,Female,Seeking job,5,  137
 Kailali,Female,Seeking job,6,674
 Kailali,Female,Seeking job,7,  33
 Kailali,Female,Seeking job,8, 155
 Kailali,Female,Seeking job,9,65
 Kailali,Female,Seeking job,10,146
 Kailali,Female,Seeking job,11, 0
 Kailali,Female,Seeking job,12, 422
 Kailali,Female,Non-Economic,0, 48167
 Kailali,Female,Non-Economic,1,  1284
 Kailali,Female,Non-Economic,2, 8923
 Kailali,Female,Non-Economic,3,  6388
 Kailali,Female,Non-Economic,4,13556
 Kailali,Female,Non-Economic,5,5492
 Kailali,Female,Non-Economic,6,30992
 Kailali,Female,Non-Economic,7,  3671
 Kailali,Female,Non-Economic,8,  9699
 Kailali,Female,Non-Economic,9,5390
 Kailali,Female,Non-Economic,10, 8106
 Kailali,Female,Non-Economic,11,1187
 Kailali,Female,Non-Economic,12,168640
 Kanchanpur,Male,Economic,0,71099
 Kanchanpur,Male,Economic,1, 259
 Kanchanpur,Male,Economic,2, 1103
 Kanchanpur,Male,Economic,3, 908
 Kanchanpur,Male,Economic,4, 1803
 Kanchanpur,Male,Economic,5,  648
 Kanchanpur,Male,Economic,6,10409
 Kanchanpur,Male,Economic,7,  2218
 Kanchanpur,Male,Economic,8,  5162
 Kanchanpur,Male,Economic,9,3494
 Kanchanpur,Male,Economic,10, 5053
 Kanchanpur,Male,Economic,11,1091
 Kanchanpur,Male,Economic,12, 57120
 Kanchanpur,Male,Extended Economic,0,  150760
 Kanchanpur,Male,Extended Economic,1,  1990
 Kanchanpur,Male,Extended Economic,2, 2958
 Kanchanpur,Male,Extended Economic,3,  1562
 Kanchanpur,Male,Extended Economic,4, 1101
 Kanchanpur,Male,Extended Economic,5,  196
 Kanchanpur,Male,Extended Economic,6, 1097
 Kanchanpur,Male,Extended Economic,7,  41
 Kanchanpur,Male,Extended Economic,8, 113
 Kanchanpur,Male,Extended Economic,9,40
 Kanchanpur,Male,Extended Economic,10, 65
 Kanchanpur,Male,Extended Economic,11,16
 Kanchanpur,Male,Extended Economic,12, 429
 Kanchanpur,Male,Seeking job,0,  151517
 Kanchanpur,Male,Seeking job,1,  1938
 Kanchanpur,Male,Seeking job,2, 2659
 Kanchanpur,Male,Seeking job,3,  1159
 Kanchanpur,Male,Seeking job,4,883
 Kanchanpur,Male,Seeking job,5,  244
 Kanchanpur,Male,Seeking job,6, 1012
 Kanchanpur,Male,Seeking job,7,  40
 Kanchanpur,Male,Seeking job,8, 188
 Kanchanpur,Male,Seeking job,9,48
 Kanchanpur,Male,Seeking job,10, 40
 Kanchanpur,Male,Seeking job,11, 8
 Kanchanpur,Male,Seeking job,12, 634
 Kanchanpur,Male,Non-Economic,0,  64972
 Kanchanpur,Male,Non-Economic,1,  1682
 Kanchanpur,Male,Non-Economic,2, 6017
 Kanchanpur,Male,Non-Economic,3,  3552
 Kanchanpur,Male,Non-Economic,4, 4020
 Kanchanpur,Male,Non-Economic,5,1151
 Kanchanpur,Male,Non-Economic,6, 6044
 Kanchanpur,Male,Non-Economic,7, 473
 Kanchanpur,Male,Non-Economic,8,  1185
 Kanchanpur,Male,Non-Economic,9,  656
 Kanchanpur,Male,Non-Economic,10, 1103
 Kanchanpur,Male,Non-Economic,11,  234
 Kanchanpur,Male,Non-Economic,12, 69280
 Kanchanpur,Female,Economic,0,  99605
 Kanchanpur,Female,Economic,1, 571
 Kanchanpur,Female,Economic,2, 3062
 Kanchanpur,Female,Economic,3,  2541
 Kanchanpur,Female,Economic,4, 5954
 Kanchanpur,Female,Economic,5,1801
 Kanchanpur,Female,Economic,6,26792
 Kanchanpur,Female,Economic,7,  4534
 Kanchanpur,Female,Economic,8,  6574
 Kanchanpur,Female,Economic,9,2754
 Kanchanpur,Female,Economic,10, 3302
 Kanchanpur,Female,Economic,11,  450
 Kanchanpur,Female,Economic,12, 27401
 Kanchanpur,Female,Extended Economic,0, 172861
 Kanchanpur,Female,Extended Economic,1,  2561
 Kanchanpur,Female,Extended Economic,2, 4557
 Kanchanpur,Female,Extended Economic,3,  2693
 Kanchanpur,Female,Extended Economic,4, 1246
 Kanchanpur,Female,Extended Economic,5,  153
 Kanchanpur,Female,Extended Economic,6,920
 Kanchanpur,Female,Extended Economic,7,  17
 Kanchanpur,Female,Extended Economic,8, 130
 Kanchanpur,Female,Extended Economic,9,50
 Kanchanpur,Female,Extended Economic,10, 33
 Kanchanpur,Female,Extended Economic,11, 0
 Kanchanpur,Female,Extended Economic,12, 121
 Kanchanpur,Female,Seeking job,0, 182353
 Kanchanpur,Female,Seeking job,1, 517
 Kanchanpur,Female,Seeking job,2,784
 Kanchanpur,Female,Seeking job,3, 423
 Kanchanpur,Female,Seeking job,4,308
 Kanchanpur,Female,Seeking job,5,  160
 Kanchanpur,Female,Seeking job,6,386
 Kanchanpur,Female,Seeking job,7,  41
 Kanchanpur,Female,Seeking job,8,  65
 Kanchanpur,Female,Seeking job,9, 8
 Kanchanpur,Female,Seeking job,10, 40
 Kanchanpur,Female,Seeking job,11,16
 Kanchanpur,Female,Seeking job,12, 242
 Kanchanpur,Female,Non-Economic,0, 30329
 Kanchanpur,Female,Non-Economic,1, 625
 Kanchanpur,Female,Non-Economic,2, 4560
 Kanchanpur,Female,Non-Economic,3,  4243
 Kanchanpur,Female,Non-Economic,4, 8320
 Kanchanpur,Female,Non-Economic,5,4217
 Kanchanpur,Female,Non-Economic,6,23392
 Kanchanpur,Female,Non-Economic,7,  1662
 Kanchanpur,Female,Non-Economic,8,  4746
 Kanchanpur,Female,Non-Economic,9,2040
 Kanchanpur,Female,Non-Economic,10, 2694
 Kanchanpur,Female,Non-Economic,11,  433
 Kanchanpur,Female,Non-Economic,12, 98083
 Dadeldhura,Male,Economic,0, 18167
 Dadeldhura,Male,Economic,1,572
 Dadeldhura,Male,Economic,2, 1299
 Dadeldhura,Male,Economic,3, 734
 Dadeldhura,Male,Economic,4,950
 Dadeldhura,Male,Economic,5, 359
 Dadeldhura,Male,Economic,6,  3242
 Dadeldhura,Male,Economic,7,  1260
 Dadeldhura,Male,Economic,8,  3160
 Dadeldhura,Male,Economic,9,2220
 Dadeldhura,Male,Economic,10,3047
 Dadeldhura,Male,Economic,11,  701
 Dadeldhura,Male,Economic,12,10651
 Dadeldhura,Male,Extended Economic,0, 36892
 Dadeldhura,Male,Extended Economic,1, 1919
 Dadeldhura,Male,Extended Economic,2, 3587
 Dadeldhura,Male,Extended Economic,3,  1378
 Dadeldhura,Male,Extended Economic,4, 1496
 Dadeldhura,Male,Extended Economic,5, 265
 Dadeldhura,Male,Extended Economic,6, 521
 Dadeldhura,Male,Extended Economic,7,  41
 Dadeldhura,Male,Extended Economic,8, 117
 Dadeldhura,Male,Extended Economic,9, 8
 Dadeldhura,Male,Extended Economic,10,66
 Dadeldhura,Male,Extended Economic,11, 9
 Dadeldhura,Male,Extended Economic,12, 61
 Dadeldhura,Male,Seeking job,0, 43143
 Dadeldhura,Male,Seeking job,1, 1051
 Dadeldhura,Male,Seeking job,2, 1023
 Dadeldhura,Male,Seeking job,3, 364
 Dadeldhura,Male,Seeking job,4,304
 Dadeldhura,Male,Seeking job,5,  55
 Dadeldhura,Male,Seeking job,6, 271
 Dadeldhura,Male,Seeking job,7,  29
 Dadeldhura,Male,Seeking job,8,5
 Dadeldhura,Male,Seeking job,9,10
 Dadeldhura,Male,Seeking job,10,39
 Dadeldhura,Male,Seeking job,11, 0
 Dadeldhura,Male,Seeking job,12, 68
 Dadeldhura,Male,Non-Economic,0,14232
 Dadeldhura,Male,Non-Economic,1, 1444
 Dadeldhura,Male,Non-Economic,2, 3702
 Dadeldhura,Male,Non-Economic,3,  2119
 Dadeldhura,Male,Non-Economic,4, 2234
 Dadeldhura,Male,Non-Economic,5, 667
 Dadeldhura,Male,Non-Economic,6,  1427
 Dadeldhura,Male,Non-Economic,7, 159
 Dadeldhura,Male,Non-Economic,8,  1180
 Dadeldhura,Male,Non-Economic,9,  707
 Dadeldhura,Male,Non-Economic,10,1848
 Dadeldhura,Male,Non-Economic,11,  580
 Dadeldhura,Male,Non-Economic,12,16062
 Dadeldhura,Female,Economic,0,  21000
 Dadeldhura,Female,Economic,1, 692
 Dadeldhura,Female,Economic,2, 1479
 Dadeldhura,Female,Economic,3,  1403
 Dadeldhura,Female,Economic,4, 1995
 Dadeldhura,Female,Economic,5,  753
 Dadeldhura,Female,Economic,6, 9171
 Dadeldhura,Female,Economic,7,  2377
 Dadeldhura,Female,Economic,8,  6048
 Dadeldhura,Female,Economic,9,2349
 Dadeldhura,Female,Economic,10,3611
 Dadeldhura,Female,Economic,11,  353
 Dadeldhura,Female,Economic,12, 5772
 Dadeldhura,Female,Extended Economic,0,  41159
 Dadeldhura,Female,Extended Economic,1,  2576
 Dadeldhura,Female,Extended Economic,2, 5285
 Dadeldhura,Female,Extended Economic,3,  3363
 Dadeldhura,Female,Extended Economic,4, 3119
 Dadeldhura,Female,Extended Economic,5,  353
 Dadeldhura,Female,Extended Economic,6,809
 Dadeldhura,Female,Extended Economic,7,  47
 Dadeldhura,Female,Extended Economic,8, 151
 Dadeldhura,Female,Extended Economic,9, 9
 Dadeldhura,Female,Extended Economic,10,71
 Dadeldhura,Female,Extended Economic,11, 8
 Dadeldhura,Female,Extended Economic,12, 52
 Dadeldhura,Female,Seeking job,0,  56081
 Dadeldhura,Female,Seeking job,1, 171
 Dadeldhura,Female,Seeking job,2,334
 Dadeldhura,Female,Seeking job,3, 155
 Dadeldhura,Female,Seeking job,4, 78
 Dadeldhura,Female,Seeking job,5,42
 Dadeldhura,Female,Seeking job,6, 81
 Dadeldhura,Female,Seeking job,7,  11
 Dadeldhura,Female,Seeking job,8,  24
 Dadeldhura,Female,Seeking job,9, 2
 Dadeldhura,Female,Seeking job,10, 3
 Dadeldhura,Female,Seeking job,11, 0
 Dadeldhura,Female,Seeking job,12, 21
 Dadeldhura,Female,Non-Economic,0,  8084
 Dadeldhura,Female,Non-Economic,1,  1071
 Dadeldhura,Female,Non-Economic,2, 6166
 Dadeldhura,Female,Non-Economic,3,  4203
 Dadeldhura,Female,Non-Economic,4, 5906
 Dadeldhura,Female,Non-Economic,5,1989
 Dadeldhura,Female,Non-Economic,6, 5272
 Dadeldhura,Female,Non-Economic,7, 558
 Dadeldhura,Female,Non-Economic,8,  1611
 Dadeldhura,Female,Non-Economic,9,1063
 Dadeldhura,Female,Non-Economic,10,2057
 Dadeldhura,Female,Non-Economic,11,  657
 Dadeldhura,Female,Non-Economic,12,18365
 Baitadi,Male,Economic,0,37190
 Baitadi,Male,Economic,1, 475
 Baitadi,Male,Economic,2, 1149
 Baitadi,Male,Economic,3, 930
 Baitadi,Male,Economic,4, 1978
 Baitadi,Male,Economic,5,1350
 Baitadi,Male,Economic,6, 7290
 Baitadi,Male,Economic,7,  2834
 Baitadi,Male,Economic,8,  5175
 Baitadi,Male,Economic,9,3363
 Baitadi,Male,Economic,10,4861
 Baitadi,Male,Economic,11,  984
 Baitadi,Male,Economic,12,14927
 Baitadi,Male,Extended Economic,0,65756
 Baitadi,Male,Extended Economic,1,  2545
 Baitadi,Male,Extended Economic,2, 6046
 Baitadi,Male,Extended Economic,3,  3435
 Baitadi,Male,Extended Economic,4, 2490
 Baitadi,Male,Extended Economic,5,  493
 Baitadi,Male,Extended Economic,6, 1084
 Baitadi,Male,Extended Economic,7, 141
 Baitadi,Male,Extended Economic,8, 305
 Baitadi,Male,Extended Economic,9,49
 Baitadi,Male,Extended Economic,10,72
 Baitadi,Male,Extended Economic,11,10
 Baitadi,Male,Extended Economic,12, 79
 Baitadi,Male,Seeking job,0,75636
 Baitadi,Male,Seeking job,1,  2706
 Baitadi,Male,Seeking job,2, 1960
 Baitadi,Male,Seeking job,3, 679
 Baitadi,Male,Seeking job,4,626
 Baitadi,Male,Seeking job,5,  179
 Baitadi,Male,Seeking job,6,403
 Baitadi,Male,Seeking job,7,  42
 Baitadi,Male,Seeking job,8,  70
 Baitadi,Male,Seeking job,9,40
 Baitadi,Male,Seeking job,10,44
 Baitadi,Male,Seeking job,11, 0
 Baitadi,Male,Seeking job,12,121
 Baitadi,Male,Non-Economic,0,  21918
 Baitadi,Male,Non-Economic,1,  2655
 Baitadi,Male,Non-Economic,2, 6488
 Baitadi,Male,Non-Economic,3,  4027
 Baitadi,Male,Non-Economic,4, 4006
 Baitadi,Male,Non-Economic,5,1314
 Baitadi,Male,Non-Economic,6, 3263
 Baitadi,Male,Non-Economic,7, 324
 Baitadi,Male,Non-Economic,8, 481
 Baitadi,Male,Non-Economic,9,  356
 Baitadi,Male,Non-Economic,10,1012
 Baitadi,Male,Non-Economic,11,  337
 Baitadi,Male,Non-Economic,12,36326
 Baitadi,Female,Economic,0,  39775
 Baitadi,Female,Economic,1, 922
 Baitadi,Female,Economic,2, 2074
 Baitadi,Female,Economic,3,  2764
 Baitadi,Female,Economic,4, 5885
 Baitadi,Female,Economic,5,3790
 Baitadi,Female,Economic,6,20308
 Baitadi,Female,Economic,7,  4844
 Baitadi,Female,Economic,8,  7690
 Baitadi,Female,Economic,9,2722
 Baitadi,Female,Economic,10,2644
 Baitadi,Female,Economic,11,  262
 Baitadi,Female,Economic,12, 6536
 Baitadi,Female,Extended Economic,0,  71193
 Baitadi,Female,Extended Economic,1,  2635
 Baitadi,Female,Extended Economic,2, 7882
 Baitadi,Female,Extended Economic,3,  7253
 Baitadi,Female,Extended Economic,4, 6615
 Baitadi,Female,Extended Economic,5,1338
 Baitadi,Female,Extended Economic,6, 2032
 Baitadi,Female,Extended Economic,7, 354
 Baitadi,Female,Extended Economic,8, 543
 Baitadi,Female,Extended Economic,9,43
 Baitadi,Female,Extended Economic,10,  223
 Baitadi,Female,Extended Economic,11, 0
 Baitadi,Female,Extended Economic,12,105
 Baitadi,Female,Seeking job,0,  98304
 Baitadi,Female,Seeking job,1, 384
 Baitadi,Female,Seeking job,2,522
 Baitadi,Female,Seeking job,3, 225
 Baitadi,Female,Seeking job,4,440
 Baitadi,Female,Seeking job,5,81
 Baitadi,Female,Seeking job,6,173
 Baitadi,Female,Seeking job,7,  27
 Baitadi,Female,Seeking job,8,  16
 Baitadi,Female,Seeking job,9, 0
 Baitadi,Female,Seeking job,10,10
