District,Gender,Age-Group,Type of activity,Value
Rukum,Male,15 - 19 Years,Non economic only,  8786
Rukum,Male,15 - 19 Years,Activity not stated,  74
Rukum,Male,20 - 24 Years,Economic only,2455
Rukum,Male,20 - 24 Years,Extended economic only,  33
Rukum,Male,20 - 24 Years,Seeking job only,  99
Rukum,Male,20 - 24 Years,Non economic only,  3079
Rukum,Male,20 - 24 Years,Activity not stated,  41
Rukum,Male,25 - 29 Years,Economic only,3374
Rukum,Male,25 - 29 Years,Extended economic only,  33
Rukum,Male,25 - 29 Years,Seeking job only,  59
Rukum,Male,25 - 29 Years,Non economic only, 762
Rukum,Male,25 - 29 Years,Activity not stated,  50
Rukum,Male,30 - 34 Years,Economic only,2996
Rukum,Male,30 - 34 Years,Extended economic only,  24
Rukum,Male,30 - 34 Years,Seeking job only,  40
Rukum,Male,30 - 34 Years,Non economic only, 324
Rukum,Male,30 - 34 Years,Activity not stated,8
Rukum,Male,35 - 39 Years,Economic only,3056
Rukum,Male,35 - 39 Years,Extended economic only,  17
Rukum,Male,35 - 39 Years,Seeking job only,  17
Rukum,Male,35 - 39 Years,Non economic only, 199
Rukum,Male,35 - 39 Years,Activity not stated,  17
Rukum,Male,40 - 44 Years,Economic only,2760
Rukum,Male,40 - 44 Years,Extended economic only,  39
Rukum,Male,40 - 44 Years,Seeking job only,8
Rukum,Male,40 - 44 Years,Non economic only, 141
Rukum,Male,40 - 44 Years,Activity not stated,  16
Rukum,Male,45 - 49 Years,Economic only,2431
Rukum,Male,45 - 49 Years,Extended economic only,8
Rukum,Male,45 - 49 Years,Seeking job only,0
Rukum,Male,45 - 49 Years,Non economic only, 128
Rukum,Male,45 - 49 Years,Activity not stated,  16
Rukum,Male,50 - 54 Years,Economic only,2270
Rukum,Male,50 - 54 Years,Extended economic only,8
Rukum,Male,50 - 54 Years,Seeking job only,8
Rukum,Male,50 - 54 Years,Non economic only, 169
Rukum,Male,50 - 54 Years,Activity not stated,  15
Rukum,Male,55 - 59 Years,Economic only,1577
Rukum,Male,55 - 59 Years,Extended economic only,  17
Rukum,Male,55 - 59 Years,Seeking job only,0
Rukum,Male,55 - 59 Years,Non economic only, 275
Rukum,Male,55 - 59 Years,Activity not stated,  17
Rukum,Male,60 - 64 Years,Economic only,1223
Rukum,Male,60 - 64 Years,Extended economic only,0
Rukum,Male,60 - 64 Years,Seeking job only,0
Rukum,Male,60 - 64 Years,Non economic only, 596
Rukum,Male,60 - 64 Years,Activity not stated,0
Rukum,Male,65 - 69 Years,Economic only,  673
Rukum,Male,65 - 69 Years,Extended economic only,8
Rukum,Male,65 - 69 Years,Seeking job only,0
Rukum,Male,65 - 69 Years,Non economic only, 496
Rukum,Male,65 - 69 Years,Activity not stated,0
Rukum,Male,70 - 74 Years,Economic only,  348
Rukum,Male,70 - 74 Years,Extended economic only,  19
Rukum,Male,70 - 74 Years,Seeking job only,0
Rukum,Male,70 - 74 Years,Non economic only, 580
Rukum,Male,70 - 74 Years,Activity not stated,0
Rukum,Male,75+ Years,Economic only,121
Rukum,Male,75+ Years,Extended economic only,0
Rukum,Male,75+ Years,Seeking job only,0
Rukum,Male,75+ Years,Non economic only, 662
Rukum,Male,75+ Years,Activity not stated,8
Rukum,Female,10 - 14 Years,Economic only,89
Rukum,Female,10 - 14 Years,Extended economic only,0
Rukum,Female,10 - 14 Years,Seeking job only,8
Rukum,Female,10 - 14 Years,Non economic only, 15172
Rukum,Female,10 - 14 Years,Activity not stated, 130
Rukum,Female,15 - 19 Years,Economic only,  846
Rukum,Female,15 - 19 Years,Extended economic only,  24
Rukum,Female,15 - 19 Years,Seeking job only,0
Rukum,Female,15 - 19 Years,Non economic only, 10132
Rukum,Female,15 - 19 Years,Activity not stated, 105
Rukum,Female,20 - 24 Years,Economic only,2101
Rukum,Female,20 - 24 Years,Extended economic only,  39
Rukum,Female,20 - 24 Years,Seeking job only,  24
Rukum,Female,20 - 24 Years,Non economic only,  4313
Rukum,Female,20 - 24 Years,Activity not stated,  47
Rukum,Female,25 - 29 Years,Economic only,2226
Rukum,Female,25 - 29 Years,Extended economic only,  25
Rukum,Female,25 - 29 Years,Seeking job only,0
Rukum,Female,25 - 29 Years,Non economic only,  1915
Rukum,Female,25 - 29 Years,Activity not stated,  59
Rukum,Female,30 - 34 Years,Economic only,1797
Rukum,Female,30 - 34 Years,Extended economic only,  32
Rukum,Female,30 - 34 Years,Seeking job only,0
Rukum,Female,30 - 34 Years,Non economic only,  1371
Rukum,Female,30 - 34 Years,Activity not stated,  24
Rukum,Female,35 - 39 Years,Economic only,1522
Rukum,Female,35 - 39 Years,Extended economic only,  33
Rukum,Female,35 - 39 Years,Seeking job only,8
Rukum,Female,35 - 39 Years,Non economic only,  1140
Rukum,Female,35 - 39 Years,Activity not stated,  24
Rukum,Female,40 - 44 Years,Economic only,1401
Rukum,Female,40 - 44 Years,Extended economic only,  15
Rukum,Female,40 - 44 Years,Seeking job only,0
Rukum,Female,40 - 44 Years,Non economic only,  1279
Rukum,Female,40 - 44 Years,Activity not stated,  38
Rukum,Female,45 - 49 Years,Economic only,  992
Rukum,Female,45 - 49 Years,Extended economic only,0
Rukum,Female,45 - 49 Years,Seeking job only,0
Rukum,Female,45 - 49 Years,Non economic only,  1189
Rukum,Female,45 - 49 Years,Activity not stated,  25
Rukum,Female,50 - 54 Years,Economic only,  780
Rukum,Female,50 - 54 Years,Extended economic only,0
Rukum,Female,50 - 54 Years,Seeking job only,0
Rukum,Female,50 - 54 Years,Non economic only, 959
Rukum,Female,50 - 54 Years,Activity not stated,8
Rukum,Female,55 - 59 Years,Economic only,  667
Rukum,Female,55 - 59 Years,Extended economic only,8
Rukum,Female,55 - 59 Years,Seeking job only,0
Rukum,Female,55 - 59 Years,Non economic only, 849
Rukum,Female,55 - 59 Years,Activity not stated,0
Rukum,Female,60 - 64 Years,Economic only,  531
Rukum,Female,60 - 64 Years,Extended economic only,  24
Rukum,Female,60 - 64 Years,Seeking job only,0
Rukum,Female,60 - 64 Years,Non economic only,  1305
Rukum,Female,60 - 64 Years,Activity not stated,8
Rukum,Female,65 - 69 Years,Economic only,  315
Rukum,Female,65 - 69 Years,Extended economic only,  17
Rukum,Female,65 - 69 Years,Seeking job only,0
Rukum,Female,65 - 69 Years,Non economic only, 912
Rukum,Female,65 - 69 Years,Activity not stated,9
Rukum,Female,70 - 74 Years,Economic only,  138
Rukum,Female,70 - 74 Years,Extended economic only,0
Rukum,Female,70 - 74 Years,Seeking job only,0
Rukum,Female,70 - 74 Years,Non economic only, 801
Rukum,Female,70 - 74 Years,Activity not stated,9
Rukum,Female,75+ Years,Economic only, 21
Rukum,Female,75+ Years,Extended economic only,0
Rukum,Female,75+ Years,Seeking job only,0
Rukum,Female,75+ Years,Non economic only, 785
Rukum,Female,75+ Years,Activity not stated,7
Salyan,Both Sexes,10 - 14 Years,Economic only,  138
Salyan,Both Sexes,10 - 14 Years,Extended economic only,0
Salyan,Both Sexes,10 - 14 Years,Seeking job only,8
Salyan,Both Sexes,10 - 14 Years,Non economic only, 33807
Salyan,Both Sexes,10 - 14 Years,Activity not stated, 465
Salyan,Both Sexes,15 - 19 Years,Economic only,2537
Salyan,Both Sexes,15 - 19 Years,Extended economic only,  58
Salyan,Both Sexes,15 - 19 Years,Seeking job only,  25
Salyan,Both Sexes,15 - 19 Years,Non economic only, 21103
Salyan,Both Sexes,15 - 19 Years,Activity not stated, 173
Salyan,Both Sexes,20 - 24 Years,Economic only,6327
Salyan,Both Sexes,20 - 24 Years,Extended economic only,  90
Salyan,Both Sexes,20 - 24 Years,Seeking job only,  94
Salyan,Both Sexes,20 - 24 Years,Non economic only,  5814
Salyan,Both Sexes,20 - 24 Years,Activity not stated, 194
Salyan,Both Sexes,25 - 29 Years,Economic only,6622
Salyan,Both Sexes,25 - 29 Years,Extended economic only,  40
Salyan,Both Sexes,25 - 29 Years,Seeking job only, 105
Salyan,Both Sexes,25 - 29 Years,Non economic only,  1980
Salyan,Both Sexes,25 - 29 Years,Activity not stated,  79
Salyan,Both Sexes,30 - 34 Years,Economic only,5524
Salyan,Both Sexes,30 - 34 Years,Extended economic only,  23
Salyan,Both Sexes,30 - 34 Years,Seeking job only,  37
Salyan,Both Sexes,30 - 34 Years,Non economic only,  1142
Salyan,Both Sexes,30 - 34 Years,Activity not stated,  61
Salyan,Both Sexes,35 - 39 Years,Economic only,5519
Salyan,Both Sexes,35 - 39 Years,Extended economic only,  68
Salyan,Both Sexes,35 - 39 Years,Seeking job only,8
Salyan,Both Sexes,35 - 39 Years,Non economic only,  1081
Salyan,Both Sexes,35 - 39 Years,Activity not stated,  60
Salyan,Both Sexes,40 - 44 Years,Economic only,4922
Salyan,Both Sexes,40 - 44 Years,Extended economic only,  41
Salyan,Both Sexes,40 - 44 Years,Seeking job only,  33
Salyan,Both Sexes,40 - 44 Years,Non economic only, 770
Salyan,Both Sexes,40 - 44 Years,Activity not stated,  57
Salyan,Both Sexes,45 - 49 Years,Economic only,4105
Salyan,Both Sexes,45 - 49 Years,Extended economic only,  24
Salyan,Both Sexes,45 - 49 Years,Seeking job only,  16
Salyan,Both Sexes,45 - 49 Years,Non economic only, 782
Salyan,Both Sexes,45 - 49 Years,Activity not stated,  40
Salyan,Both Sexes,50 - 54 Years,Economic only,3519
Salyan,Both Sexes,50 - 54 Years,Extended economic only,  16
Salyan,Both Sexes,50 - 54 Years,Seeking job only,  16
Salyan,Both Sexes,50 - 54 Years,Non economic only, 898
Salyan,Both Sexes,50 - 54 Years,Activity not stated,0
Salyan,Both Sexes,55 - 59 Years,Economic only,2811
Salyan,Both Sexes,55 - 59 Years,Extended economic only,8
Salyan,Both Sexes,55 - 59 Years,Seeking job only,8
Salyan,Both Sexes,55 - 59 Years,Non economic only, 863
Salyan,Both Sexes,55 - 59 Years,Activity not stated,  46
Salyan,Both Sexes,60 - 64 Years,Economic only,2277
Salyan,Both Sexes,60 - 64 Years,Extended economic only,8
Salyan,Both Sexes,60 - 64 Years,Seeking job only,8
Salyan,Both Sexes,60 - 64 Years,Non economic only,  1629
Salyan,Both Sexes,60 - 64 Years,Activity not stated,  39
Salyan,Both Sexes,65 - 69 Years,Economic only,1228
Salyan,Both Sexes,65 - 69 Years,Extended economic only,8
Salyan,Both Sexes,65 - 69 Years,Seeking job only,0
Salyan,Both Sexes,65 - 69 Years,Non economic only,  1478
Salyan,Both Sexes,65 - 69 Years,Activity not stated,  16
Salyan,Both Sexes,70 - 74 Years,Economic only,  520
Salyan,Both Sexes,70 - 74 Years,Extended economic only,  17
Salyan,Both Sexes,70 - 74 Years,Seeking job only,0
Salyan,Both Sexes,70 - 74 Years,Non economic only,  1219
Salyan,Both Sexes,70 - 74 Years,Activity not stated,8
Salyan,Both Sexes,75+ Years,Economic only,300
Salyan,Both Sexes,75+ Years,Extended economic only,0
Salyan,Both Sexes,75+ Years,Seeking job only,0
Salyan,Both Sexes,75+ Years,Non economic only,  1619
Salyan,Both Sexes,75+ Years,Activity not stated,7
Salyan,Male,10 - 14 Years,Economic only,72
Salyan,Male,10 - 14 Years,Extended economic only,0
Salyan,Male,10 - 14 Years,Seeking job only,0
Salyan,Male,10 - 14 Years,Non economic only, 16913
Salyan,Male,10 - 14 Years,Activity not stated, 144
Salyan,Male,15 - 19 Years,Economic only,1491
Salyan,Male,15 - 19 Years,Extended economic only,  41
Salyan,Male,15 - 19 Years,Seeking job only,  25
Salyan,Male,15 - 19 Years,Non economic only,  9952
Salyan,Male,15 - 19 Years,Activity not stated,  82
Salyan,Male,20 - 24 Years,Economic only,3956
Salyan,Male,20 - 24 Years,Extended economic only,  16
Salyan,Male,20 - 24 Years,Seeking job only,  86
Salyan,Male,20 - 24 Years,Non economic only,  2455
Salyan,Male,20 - 24 Years,Activity not stated,  63
Salyan,Male,25 - 29 Years,Economic only,4140
Salyan,Male,25 - 29 Years,Extended economic only,  16
Salyan,Male,25 - 29 Years,Seeking job only,  74
Salyan,Male,25 - 29 Years,Non economic only, 436
Salyan,Male,25 - 29 Years,Activity not stated,  33
Salyan,Male,30 - 34 Years,Economic only,3702
Salyan,Male,30 - 34 Years,Extended economic only,7
Salyan,Male,30 - 34 Years,Seeking job only,  37
Salyan,Male,30 - 34 Years,Non economic only, 142
Salyan,Male,30 - 34 Years,Activity not stated,  22
Salyan,Male,35 - 39 Years,Economic only,3962
Salyan,Male,35 - 39 Years,Extended economic only,  33
Salyan,Male,35 - 39 Years,Seeking job only,8
Salyan,Male,35 - 39 Years,Non economic only,  83
Salyan,Male,35 - 39 Years,Activity not stated,  17
Salyan,Male,40 - 44 Years,Economic only,3511
Salyan,Male,40 - 44 Years,Extended economic only,  33
Salyan,Male,40 - 44 Years,Seeking job only,  25
Salyan,Male,40 - 44 Years,Non economic only,  25
Salyan,Male,40 - 44 Years,Activity not stated,  33
Salyan,Male,45 - 49 Years,Economic only,2920
Salyan,Male,45 - 49 Years,Extended economic only,8
Salyan,Male,45 - 49 Years,Seeking job only,8
Salyan,Male,45 - 49 Years,Non economic only,  57
Salyan,Male,45 - 49 Years,Activity not stated,  16
Salyan,Male,50 - 54 Years,Economic only,2695
Salyan,Male,50 - 54 Years,Extended economic only,0
Salyan,Male,50 - 54 Years,Seeking job only,  16
Salyan,Male,50 - 54 Years,Non economic only,  73
Salyan,Male,50 - 54 Years,Activity not stated,0
Salyan,Male,55 - 59 Years,Economic only,2200
Salyan,Male,55 - 59 Years,Extended economic only,8
Salyan,Male,55 - 59 Years,Seeking job only,0
Salyan,Male,55 - 59 Years,Non economic only, 152
Salyan,Male,55 - 59 Years,Activity not stated,8
Salyan,Male,60 - 64 Years,Economic only,1712
Salyan,Male,60 - 64 Years,Extended economic only,8
Salyan,Male,60 - 64 Years,Seeking job only,8
Salyan,Male,60 - 64 Years,Non economic only, 358
Salyan,Male,60 - 64 Years,Activity not stated,0
Salyan,Male,65 - 69 Years,Economic only,  967
Salyan,Male,65 - 69 Years,Extended economic only,8
Salyan,Male,65 - 69 Years,Seeking job only,0
Salyan,Male,65 - 69 Years,Non economic only, 491
Salyan,Male,65 - 69 Years,Activity not stated,8
Salyan,Male,70 - 74 Years,Economic only,  373
Salyan,Male,70 - 74 Years,Extended economic only,8
Salyan,Male,70 - 74 Years,Seeking job only,0
Salyan,Male,70 - 74 Years,Non economic only, 491
Salyan,Male,70 - 74 Years,Activity not stated,0
Salyan,Male,75+ Years,Economic only,228
Salyan,Male,75+ Years,Extended economic only,0
Salyan,Male,75+ Years,Seeking job only,0
Salyan,Male,75+ Years,Non economic only, 704
Salyan,Male,75+ Years,Activity not stated,7
Salyan,Female,10 - 14 Years,Economic only,66
Salyan,Female,10 - 14 Years,Extended economic only,0
Salyan,Female,10 - 14 Years,Seeking job only,8
Salyan,Female,10 - 14 Years,Non economic only, 16894
Salyan,Female,10 - 14 Years,Activity not stated, 321
Salyan,Female,15 - 19 Years,Economic only,1046
Salyan,Female,15 - 19 Years,Extended economic only,  17
Salyan,Female,15 - 19 Years,Seeking job only,0
Salyan,Female,15 - 19 Years,Non economic only, 11152
Salyan,Female,15 - 19 Years,Activity not stated,  91
Salyan,Female,20 - 24 Years,Economic only,2371
Salyan,Female,20 - 24 Years,Extended economic only,  74
Salyan,Female,20 - 24 Years,Seeking job only,8
Salyan,Female,20 - 24 Years,Non economic only,  3359
Salyan,Female,20 - 24 Years,Activity not stated, 132
Salyan,Female,25 - 29 Years,Economic only,2482
Salyan,Female,25 - 29 Years,Extended economic only,  23
Salyan,Female,25 - 29 Years,Seeking job only,  31
Salyan,Female,25 - 29 Years,Non economic only,  1544
Salyan,Female,25 - 29 Years,Activity not stated,  47
Salyan,Female,30 - 34 Years,Economic only,1822
Salyan,Female,30 - 34 Years,Extended economic only,  16
Salyan,Female,30 - 34 Years,Seeking job only,0
Salyan,Female,30 - 34 Years,Non economic only,  1000
Salyan,Female,30 - 34 Years,Activity not stated,  39
Salyan,Female,35 - 39 Years,Economic only,1557
Salyan,Female,35 - 39 Years,Extended economic only,  34
Salyan,Female,35 - 39 Years,Seeking job only,0
Salyan,Female,35 - 39 Years,Non economic only, 998
Salyan,Female,35 - 39 Years,Activity not stated,  43
Salyan,Female,40 - 44 Years,Economic only,1411
Salyan,Female,40 - 44 Years,Extended economic only,8
Salyan,Female,40 - 44 Years,Seeking job only,8
Salyan,Female,40 - 44 Years,Non economic only, 745
Salyan,Female,40 - 44 Years,Activity not stated,  24
Salyan,Female,45 - 49 Years,Economic only,1185
Salyan,Female,45 - 49 Years,Extended economic only,  16
Salyan,Female,45 - 49 Years,Seeking job only,8
Salyan,Female,45 - 49 Years,Non economic only, 725
Salyan,Female,45 - 49 Years,Activity not stated,  23
Salyan,Female,50 - 54 Years,Economic only,  825
Salyan,Female,50 - 54 Years,Extended economic only,  16
Salyan,Female,50 - 54 Years,Seeking job only,0
Salyan,Female,50 - 54 Years,Non economic only, 825
Salyan,Female,50 - 54 Years,Activity not stated,0
Salyan,Female,55 - 59 Years,Economic only,  611
Salyan,Female,55 - 59 Years,Extended economic only,0
Salyan,Female,55 - 59 Years,Seeking job only,8
Salyan,Female,55 - 59 Years,Non economic only, 711
Salyan,Female,55 - 59 Years,Activity not stated,  38
Salyan,Female,60 - 64 Years,Economic only,  565
Salyan,Female,60 - 64 Years,Extended economic only,0
Salyan,Female,60 - 64 Years,Seeking job only,0
Salyan,Female,60 - 64 Years,Non economic only,  1272
Salyan,Female,60 - 64 Years,Activity not stated,  39
Salyan,Female,65 - 69 Years,Economic only,  261
Salyan,Female,65 - 69 Years,Extended economic only,0
Salyan,Female,65 - 69 Years,Seeking job only,0
Salyan,Female,65 - 69 Years,Non economic only, 987
Salyan,Female,65 - 69 Years,Activity not stated,8
Salyan,Female,70 - 74 Years,Economic only,  147
Salyan,Female,70 - 74 Years,Extended economic only,8
Salyan,Female,70 - 74 Years,Seeking job only,0
Salyan,Female,70 - 74 Years,Non economic only, 728
Salyan,Female,70 - 74 Years,Activity not stated,8
Salyan,Female,75+ Years,Economic only, 72
Salyan,Female,75+ Years,Extended economic only,0
Salyan,Female,75+ Years,Seeking job only,0
Salyan,Female,75+ Years,Non economic only, 915
Salyan,Female,75+ Years,Activity not stated,0
Dang,Both Sexes,10 - 14 Years,Economic only,  861
Dang,Both Sexes,10 - 14 Years,Extended economic only,  33
Dang,Both Sexes,10 - 14 Years,Seeking job only,  32
Dang,Both Sexes,10 - 14 Years,Non economic only, 68010
Dang,Both Sexes,10 - 14 Years,Activity not stated, 762
Dang,Both Sexes,15 - 19 Years,Economic only,6014
Dang,Both Sexes,15 - 19 Years,Extended economic only,  88
Dang,Both Sexes,15 - 19 Years,Seeking job only, 193
Dang,Both Sexes,15 - 19 Years,Non economic only, 44532
Dang,Both Sexes,15 - 19 Years,Activity not stated, 496
Dang,Both Sexes,20 - 24 Years,Economic only,  12989
Dang,Both Sexes,20 - 24 Years,Extended economic only, 150
Dang,Both Sexes,20 - 24 Years,Seeking job only, 298
Dang,Both Sexes,20 - 24 Years,Non economic only, 17826
Dang,Both Sexes,20 - 24 Years,Activity not stated, 372
Dang,Both Sexes,25 - 29 Years,Economic only,  15572
Dang,Both Sexes,25 - 29 Years,Extended economic only, 190
Dang,Both Sexes,25 - 29 Years,Seeking job only, 213
Dang,Both Sexes,25 - 29 Years,Non economic only,  9082
Dang,Both Sexes,25 - 29 Years,Activity not stated, 224
Dang,Both Sexes,30 - 34 Years,Economic only,  14270
Dang,Both Sexes,30 - 34 Years,Extended economic only,  85
Dang,Both Sexes,30 - 34 Years,Seeking job only,  50
Dang,Both Sexes,30 - 34 Years,Non economic only,  6080
Dang,Both Sexes,30 - 34 Years,Activity not stated, 182
Dang,Both Sexes,35 - 39 Years,Economic only,  14054
Dang,Both Sexes,35 - 39 Years,Extended economic only,  89
Dang,Both Sexes,35 - 39 Years,Seeking job only,  72
Dang,Both Sexes,35 - 39 Years,Non economic only,  4964
Dang,Both Sexes,35 - 39 Years,Activity not stated, 113
Dang,Both Sexes,40 - 44 Years,Economic only,  11537
Dang,Both Sexes,40 - 44 Years,Extended economic only,  74
Dang,Both Sexes,40 - 44 Years,Seeking job only, 117
Dang,Both Sexes,40 - 44 Years,Non economic only,  4275
Dang,Both Sexes,40 - 44 Years,Activity not stated, 126
Dang,Both Sexes,45 - 49 Years,Economic only,9536
Dang,Both Sexes,45 - 49 Years,Extended economic only, 127
Dang,Both Sexes,45 - 49 Years,Seeking job only,  32
Dang,Both Sexes,45 - 49 Years,Non economic only,  3742
Dang,Both Sexes,45 - 49 Years,Activity not stated,  48
Dang,Both Sexes,50 - 54 Years,Economic only,7698
Dang,Both Sexes,50 - 54 Years,Extended economic only, 104
Dang,Both Sexes,50 - 54 Years,Seeking job only,  33
Dang,Both Sexes,50 - 54 Years,Non economic only,  3651
Dang,Both Sexes,50 - 54 Years,Activity not stated,  72
Dang,Both Sexes,55 - 59 Years,Economic only,5269
Dang,Both Sexes,55 - 59 Years,Extended economic only, 122
Dang,Both Sexes,55 - 59 Years,Seeking job only,0
Dang,Both Sexes,55 - 59 Years,Non economic only,  3654
Dang,Both Sexes,55 - 59 Years,Activity not stated,  97
Dang,Both Sexes,60 - 64 Years,Economic only,4030
Dang,Both Sexes,60 - 64 Years,Extended economic only,  83
Dang,Both Sexes,60 - 64 Years,Seeking job only,  18
Dang,Both Sexes,60 - 64 Years,Non economic only,  5133
Dang,Both Sexes,60 - 64 Years,Activity not stated,  50
Dang,Both Sexes,65 - 69 Years,Economic only,2123
Dang,Both Sexes,65 - 69 Years,Extended economic only,  67
Dang,Both Sexes,65 - 69 Years,Seeking job only,8
