District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Gender,Age-Group,Indicator,Sub-Indicator,Value
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,40 - 44 Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Population aged 5 years & above,,2666
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Same district,,2596
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Total,47
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Rural,47
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Foreign country,,16
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,45 - 49 Years,Place not stated,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Population aged 5 years & above,,2484
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Same district,,2437
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Total,39
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Rural,31
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Other district,Not stated,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,50 - 54 Years,Place not stated,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Population aged 5 years & above,,1879
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Same district,,1871
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Total,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Rural,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,55 - 59 Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Population aged 5 years & above,,1596
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Same district,,1596
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Total,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Rural,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,60 - 64 Years,Place not stated,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Population aged 5 years & above,,1231
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Same district,,1206
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Total,17
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Rural,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Other district,Not stated,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,65 - 69 Years,Place not stated,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Population aged 5 years & above,,919
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Same district,,903
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Total,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Rural,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Other district,Not stated,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,70 - 74 Years,Place not stated,,8
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Population aged 5 years & above,,1428
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Same district,,1391
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Total,37
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Rural,22
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Urban,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Other district,Not stated,15
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Foreign country,,0
Terhathum,Kosi,Hill,Eastern,2068/69,2011/12,Female,75+ Years,Place not stated,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Population aged 5 years & above,,20913
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Same district,,19816
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Total,928
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Rural,792
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Urban,79
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Other district,Not stated,57
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Foreign country,,40
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,05 - 09 Years,Place not stated,,129
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Population aged 5 years & above,,23241
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Same district,,22354
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Total,781
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Rural,650
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Urban,73
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Other district,Not stated,57
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Foreign country,,16
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,10 - 14 Years,Place not stated,,90
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Population aged 5 years & above,,17502
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Same district,,16772
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Total,577
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Rural,509
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Urban,8
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Other district,Not stated,59
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Foreign country,,51
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,15 - 19 Years,Place not stated,,102
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Population aged 5 years & above,,9811
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Same district,,9334
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Total,420
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Rural,298
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Urban,55
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Other district,Not stated,67
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Foreign country,,16
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,20 - 24 Years,Place not stated,,42
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Population aged 5 years & above,,8050
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Same district,,7386
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Total,608
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Rural,483
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Urban,100
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Other district,Not stated,25
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Foreign country,,40
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,25 - 29 Years,Place not stated,,16
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Population aged 5 years & above,,7158
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Same district,,6656
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Total,470
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Rural,388
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Urban,34
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Other district,Not stated,49
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Foreign country,,24
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,30 - 34 Years,Place not stated,,8
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Population aged 5 years & above,,7627
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Same district,,7189
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Total,383
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Rural,302
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Urban,33
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Other district,Not stated,47
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Foreign country,,55
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,35 - 39 Years,Place not stated,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Population aged 5 years & above,,7602
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Same district,,7380
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Total,206
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Rural,158
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Urban,16
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Other district,Not stated,32
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Foreign country,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,40 - 44 Years,Place not stated,,16
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Population aged 5 years & above,,6662
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Same district,,6369
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Total,276
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Rural,226
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Urban,25
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Other district,Not stated,25
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Foreign country,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,45 - 49 Years,Place not stated,,17
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Population aged 5 years & above,,6071
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Same district,,5919
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Total,144
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Rural,127
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Urban,9
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Other district,Not stated,9
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Foreign country,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,50 - 54 Years,Place not stated,,9
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Population aged 5 years & above,,4834
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Same district,,4692
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Total,142
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Rural,119
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Urban,8
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Other district,Not stated,16
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Foreign country,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,55 - 59 Years,Place not stated,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Population aged 5 years & above,,4314
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Same district,,4232
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Total,82
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Rural,82
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Urban,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Other district,Not stated,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Foreign country,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,60 - 64 Years,Place not stated,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Population aged 5 years & above,,3133
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Same district,,3030
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Total,89
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Rural,81
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Urban,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Other district,Not stated,7
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Foreign country,,8
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,65 - 69 Years,Place not stated,,7
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Population aged 5 years & above,,2187
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Same district,,2135
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Total,44
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Rural,44
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Urban,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Other district,Not stated,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Foreign country,,8
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,70 - 74 Years,Place not stated,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Population aged 5 years & above,,2697
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Same district,,2559
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Total,138
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Rural,130
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Urban,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Other district,Not stated,8
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Foreign country,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Male,75+ Years,Place not stated,,0
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Population aged 5 years & above,,19999
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Same district,,19086
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Total,750
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Rural,624
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Urban,24
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Other district,Not stated,102
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Foreign country,,41
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,05 - 09 Years,Place not stated,,123
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Population aged 5 years & above,,22577
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Same district,,21849
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Total,618
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Rural,447
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Urban,50
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Other district,Not stated,121
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Foreign country,,17
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,10 - 14 Years,Place not stated,,93
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Population aged 5 years & above,,20301
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Same district,,18833
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Total,1346
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Rural,1117
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Urban,49
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Other district,Not stated,180
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Foreign country,,57
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,15 - 19 Years,Place not stated,,65
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Population aged 5 years & above,,15893
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Same district,,13506
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Total,2250
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Rural,1783
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Urban,163
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Other district,Not stated,304
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Foreign country,,49
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,20 - 24 Years,Place not stated,,89
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Population aged 5 years & above,,13425
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Same district,,12062
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Total,1292
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Rural,1060
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Urban,106
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Other district,Not stated,127
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Foreign country,,23
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,25 - 29 Years,Place not stated,,47
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Population aged 5 years & above,,10385
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Same district,,9820
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Total,541
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Rural,469
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Urban,49
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Other district,Not stated,24
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Foreign country,,16
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,30 - 34 Years,Place not stated,,8
Udayapur,Sagarmatha,Hill,Eastern,2068/69,2011/12,Female,35 - 39 Years,Population aged 5 years & above,,9904
