District,Age-Group,Economic Activity Performed,Active/Not Active,Employed/Unemployed,Gender,Value
 Banke,  70 - 74 Years,Economic Activity Not Stated,,,Female,30
 Banke,  75+ Years,Total Population 10 Yrs. and above,,,,5733
 Banke,  75+ Years,Economically Active,Usually Active,Employed,Male,750
 Banke,  75+ Years,Economically Active,Usually Active,Employed,Female,180
 Banke,  75+ Years,Economically Active,Usually Active,Unemployed,Male,8
 Banke,  75+ Years,Economically Active,Usually Active,Unemployed,Female,0
 Banke,  75+ Years,Economically Active,Not Usually Active,,Male,61
 Banke,  75+ Years,Economically Active,Not Usually Active,,Female,63
 Banke,  75+ Years,Not Economically Active,,,Male,2131
 Banke,  75+ Years,Not Economically Active,,,Female,2464
 Banke,  75+ Years,Economic Activity Not Stated,,,Male,30
 Banke,  75+ Years,Economic Activity Not Stated,,,Female,47
 Bardiya,  10 - 14 Years,Total Population 10 Yrs. and above,,,,58829
 Bardiya,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,588
 Bardiya,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,280
 Bardiya,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,16
 Bardiya,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,8
 Bardiya,  10 - 14 Years,Economically Active,Not Usually Active,,Male,1353
 Bardiya,  10 - 14 Years,Economically Active,Not Usually Active,,Female,1423
 Bardiya,  10 - 14 Years,Not Economically Active,,,Male,27495
 Bardiya,  10 - 14 Years,Not Economically Active,,,Female,27374
 Bardiya,  10 - 14 Years,Economic Activity Not Stated,,,Male,155
 Bardiya,  10 - 14 Years,Economic Activity Not Stated,,,Female,137
 Bardiya,  15 - 19 Years,Total Population 10 Yrs. and above,,,,53001
 Bardiya,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,5401
 Bardiya,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,4477
 Bardiya,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,198
 Bardiya,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,40
 Bardiya,  15 - 19 Years,Economically Active,Not Usually Active,,Male,1861
 Bardiya,  15 - 19 Years,Economically Active,Not Usually Active,,Female,2387
 Bardiya,  15 - 19 Years,Not Economically Active,,,Male,17372
 Bardiya,  15 - 19 Years,Not Economically Active,,,Female,21086
 Bardiya,  15 - 19 Years,Economic Activity Not Stated,,,Male,99
 Bardiya,  15 - 19 Years,Economic Activity Not Stated,,,Female,81
 Bardiya,  20 - 24 Years,Total Population 10 Yrs. and above,,,,39111
 Bardiya,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,10773
 Bardiya,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,11015
 Bardiya,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,340
 Bardiya,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,100
 Bardiya,  20 - 24 Years,Economically Active,Not Usually Active,,Male,589
 Bardiya,  20 - 24 Years,Economically Active,Not Usually Active,,Female,2107
 Bardiya,  20 - 24 Years,Not Economically Active,,,Male,4424
 Bardiya,  20 - 24 Years,Not Economically Active,,,Female,9564
 Bardiya,  20 - 24 Years,Economic Activity Not Stated,,,Male,57
 Bardiya,  20 - 24 Years,Economic Activity Not Stated,,,Female,142
 Bardiya,  25 - 29 Years,Total Population 10 Yrs. and above,,,,33718
 Bardiya,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,12711
 Bardiya,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,12851
 Bardiya,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,276
 Bardiya,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,73
 Bardiya,  25 - 29 Years,Economically Active,Not Usually Active,,Male,241
 Bardiya,  25 - 29 Years,Economically Active,Not Usually Active,,Female,1640
 Bardiya,  25 - 29 Years,Not Economically Active,,,Male,972
 Bardiya,  25 - 29 Years,Not Economically Active,,,Female,4878
 Bardiya,  25 - 29 Years,Economic Activity Not Stated,,,Male,43
 Bardiya,  25 - 29 Years,Economic Activity Not Stated,,,Female,32
 Bardiya,  30 - 34 Years,Total Population 10 Yrs. and above,,,,27638
 Bardiya,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,11548
 Bardiya,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,10848
 Bardiya,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,144
 Bardiya,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,55
 Bardiya,  30 - 34 Years,Economically Active,Not Usually Active,,Male,91
 Bardiya,  30 - 34 Years,Economically Active,Not Usually Active,,Female,1278
 Bardiya,  30 - 34 Years,Not Economically Active,,,Male,307
 Bardiya,  30 - 34 Years,Not Economically Active,,,Female,3309
 Bardiya,  30 - 34 Years,Economic Activity Not Stated,,,Male,25
 Bardiya,  30 - 34 Years,Economic Activity Not Stated,,,Female,32
 Bardiya,  35 - 39 Years,Total Population 10 Yrs. and above,,,,25868
 Bardiya,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,11785
 Bardiya,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,9778
 Bardiya,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,62
 Bardiya,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,23
 Bardiya,  35 - 39 Years,Economically Active,Not Usually Active,,Male,63
 Bardiya,  35 - 39 Years,Economically Active,Not Usually Active,,Female,1206
 Bardiya,  35 - 39 Years,Not Economically Active,,,Male,186
 Bardiya,  35 - 39 Years,Not Economically Active,,,Female,2719
 Bardiya,  35 - 39 Years,Economic Activity Not Stated,,,Male,16
 Bardiya,  35 - 39 Years,Economic Activity Not Stated,,,Female,31
 Bardiya,  40 - 44 Years,Total Population 10 Yrs. and above,,,,22747
 Bardiya,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,10307
 Bardiya,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,8768
 Bardiya,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,67
 Bardiya,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,16
 Bardiya,  40 - 44 Years,Economically Active,Not Usually Active,,Male,66
 Bardiya,  40 - 44 Years,Economically Active,Not Usually Active,,Female,1013
 Bardiya,  40 - 44 Years,Not Economically Active,,,Male,192
 Bardiya,  40 - 44 Years,Not Economically Active,,,Female,2260
 Bardiya,  40 - 44 Years,Economic Activity Not Stated,,,Male,33
 Bardiya,  40 - 44 Years,Economic Activity Not Stated,,,Female,25
 Bardiya,  45 - 49 Years,Total Population 10 Yrs. and above,,,,18566
 Bardiya,  45 - 49 Years,Economically Active,Usually Active,Employed,Male,8930
 Bardiya,  45 - 49 Years,Economically Active,Usually Active,Employed,Female,6365
 Bardiya,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Male,65
 Bardiya,  45 - 49 Years,Economically Active,Usually Active,Unemployed,Female,15
 Bardiya,  45 - 49 Years,Economically Active,Not Usually Active,,Male,56
 Bardiya,  45 - 49 Years,Economically Active,Not Usually Active,,Female,826
 Bardiya,  45 - 49 Years,Not Economically Active,,,Male,243
 Bardiya,  45 - 49 Years,Not Economically Active,,,Female,2027
 Bardiya,  45 - 49 Years,Economic Activity Not Stated,,,Male,16
 Bardiya,  45 - 49 Years,Economic Activity Not Stated,,,Female,23
 Bardiya,  50 - 54 Years,Total Population 10 Yrs. and above,,,,14033
 Bardiya,  50 - 54 Years,Economically Active,Usually Active,Employed,Male,6642
 Bardiya,  50 - 54 Years,Economically Active,Usually Active,Employed,Female,4496
 Bardiya,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Male,25
 Bardiya,  50 - 54 Years,Economically Active,Usually Active,Unemployed,Female,9
 Bardiya,  50 - 54 Years,Economically Active,Not Usually Active,,Male,56
 Bardiya,  50 - 54 Years,Economically Active,Not Usually Active,,Female,537
 Bardiya,  50 - 54 Years,Not Economically Active,,,Male,276
 Bardiya,  50 - 54 Years,Not Economically Active,,,Female,1967
 Bardiya,  50 - 54 Years,Economic Activity Not Stated,,,Male,16
 Bardiya,  50 - 54 Years,Economic Activity Not Stated,,,Female,9
 Bardiya,  55 - 59 Years,Total Population 10 Yrs. and above,,,,12248
 Bardiya,  55 - 59 Years,Economically Active,Usually Active,Employed,Male,5503
 Bardiya,  55 - 59 Years,Economically Active,Usually Active,Employed,Female,3333
 Bardiya,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Male,8
 Bardiya,  55 - 59 Years,Economically Active,Usually Active,Unemployed,Female,26
 Bardiya,  55 - 59 Years,Economically Active,Not Usually Active,,Male,159
 Bardiya,  55 - 59 Years,Economically Active,Not Usually Active,,Female,460
 Bardiya,  55 - 59 Years,Not Economically Active,,,Male,411
 Bardiya,  55 - 59 Years,Not Economically Active,,,Female,2330
 Bardiya,  55 - 59 Years,Economic Activity Not Stated,,,Male,0
 Bardiya,  55 - 59 Years,Economic Activity Not Stated,,,Female,17
 Bardiya,  60 - 64 Years,Total Population 10 Yrs. and above,,,,11379
 Bardiya,  60 - 64 Years,Economically Active,Usually Active,Employed,Male,4174
 Bardiya,  60 - 64 Years,Economically Active,Usually Active,Employed,Female,2375
 Bardiya,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Male,34
 Bardiya,  60 - 64 Years,Economically Active,Usually Active,Unemployed,Female,8
 Bardiya,  60 - 64 Years,Economically Active,Not Usually Active,,Male,211
 Bardiya,  60 - 64 Years,Economically Active,Not Usually Active,,Female,460
 Bardiya,  60 - 64 Years,Not Economically Active,,,Male,1033
 Bardiya,  60 - 64 Years,Not Economically Active,,,Female,3059
 Bardiya,  60 - 64 Years,Economic Activity Not Stated,,,Male,26
 Bardiya,  60 - 64 Years,Economic Activity Not Stated,,,Female,0
 Bardiya,  65 - 69 Years,Total Population 10 Yrs. and above,,,,8696
 Bardiya,  65 - 69 Years,Economically Active,Usually Active,Employed,Male,2956
 Bardiya,  65 - 69 Years,Economically Active,Usually Active,Employed,Female,1095
 Bardiya,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Male,0
 Bardiya,  65 - 69 Years,Economically Active,Usually Active,Unemployed,Female,25
 Bardiya,  65 - 69 Years,Economically Active,Not Usually Active,,Male,176
 Bardiya,  65 - 69 Years,Economically Active,Not Usually Active,,Female,320
 Bardiya,  65 - 69 Years,Not Economically Active,,,Male,1439
 Bardiya,  65 - 69 Years,Not Economically Active,,,Female,2668
 Bardiya,  65 - 69 Years,Economic Activity Not Stated,,,Male,0
 Bardiya,  65 - 69 Years,Economic Activity Not Stated,,,Female,17
 Bardiya,  70 - 74 Years,Total Population 10 Yrs. and above,,,,5426
 Bardiya,  70 - 74 Years,Economically Active,Usually Active,Employed,Male,1276
 Bardiya,  70 - 74 Years,Economically Active,Usually Active,Employed,Female,464
 Bardiya,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Male,0
 Bardiya,  70 - 74 Years,Economically Active,Usually Active,Unemployed,Female,9
 Bardiya,  70 - 74 Years,Economically Active,Not Usually Active,,Male,163
 Bardiya,  70 - 74 Years,Economically Active,Not Usually Active,,Female,80
 Bardiya,  70 - 74 Years,Not Economically Active,,,Male,1442
 Bardiya,  70 - 74 Years,Not Economically Active,,,Female,1992
 Bardiya,  70 - 74 Years,Economic Activity Not Stated,,,Male,0
 Bardiya,  70 - 74 Years,Economic Activity Not Stated,,,Female,0
 Bardiya,  75+ Years,Total Population 10 Yrs. and above,,,,4630
 Bardiya,  75+ Years,Economically Active,Usually Active,Employed,Male,611
 Bardiya,  75+ Years,Economically Active,Usually Active,Employed,Female,107
 Bardiya,  75+ Years,Economically Active,Usually Active,Unemployed,Male,0
 Bardiya,  75+ Years,Economically Active,Usually Active,Unemployed,Female,0
 Bardiya,  75+ Years,Economically Active,Not Usually Active,,Male,117
 Bardiya,  75+ Years,Economically Active,Not Usually Active,,Female,44
 Bardiya,  75+ Years,Not Economically Active,,,Male,1709
 Bardiya,  75+ Years,Not Economically Active,,,Female,2026
 Bardiya,  75+ Years,Economic Activity Not Stated,,,Male,0
 Bardiya,  75+ Years,Economic Activity Not Stated,,,Female,15
 Surkhet,  10 - 14 Years,Total Population 10 Yrs. and above,,,,48510
 Surkhet,  10 - 14 Years,Economically Active,Usually Active,Employed,Male,403
 Surkhet,  10 - 14 Years,Economically Active,Usually Active,Employed,Female,429
 Surkhet,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Male,65
 Surkhet,  10 - 14 Years,Economically Active,Usually Active,Unemployed,Female,65
 Surkhet,  10 - 14 Years,Economically Active,Not Usually Active,,Male,1468
 Surkhet,  10 - 14 Years,Economically Active,Not Usually Active,,Female,1475
 Surkhet,  10 - 14 Years,Not Economically Active,,,Male,22522
 Surkhet,  10 - 14 Years,Not Economically Active,,,Female,21655
 Surkhet,  10 - 14 Years,Economic Activity Not Stated,,,Male,210
 Surkhet,  10 - 14 Years,Economic Activity Not Stated,,,Female,218
 Surkhet,  15 - 19 Years,Total Population 10 Yrs. and above,,,,39416
 Surkhet,  15 - 19 Years,Economically Active,Usually Active,Employed,Male,3181
 Surkhet,  15 - 19 Years,Economically Active,Usually Active,Employed,Female,4048
 Surkhet,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Male,283
 Surkhet,  15 - 19 Years,Economically Active,Usually Active,Unemployed,Female,54
 Surkhet,  15 - 19 Years,Economically Active,Not Usually Active,,Male,1574
 Surkhet,  15 - 19 Years,Economically Active,Not Usually Active,,Female,1751
 Surkhet,  15 - 19 Years,Not Economically Active,,,Male,13599
 Surkhet,  15 - 19 Years,Not Economically Active,,,Female,14716
 Surkhet,  15 - 19 Years,Economic Activity Not Stated,,,Male,138
 Surkhet,  15 - 19 Years,Economic Activity Not Stated,,,Female,72
 Surkhet,  20 - 24 Years,Total Population 10 Yrs. and above,,,,31085
 Surkhet,  20 - 24 Years,Economically Active,Usually Active,Employed,Male,7412
 Surkhet,  20 - 24 Years,Economically Active,Usually Active,Employed,Female,9340
 Surkhet,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Male,410
 Surkhet,  20 - 24 Years,Economically Active,Usually Active,Unemployed,Female,158
 Surkhet,  20 - 24 Years,Economically Active,Not Usually Active,,Male,722
 Surkhet,  20 - 24 Years,Economically Active,Not Usually Active,,Female,1718
 Surkhet,  20 - 24 Years,Not Economically Active,,,Male,4112
 Surkhet,  20 - 24 Years,Not Economically Active,,,Female,7011
 Surkhet,  20 - 24 Years,Economic Activity Not Stated,,,Male,41
 Surkhet,  20 - 24 Years,Economic Activity Not Stated,,,Female,161
 Surkhet,  25 - 29 Years,Total Population 10 Yrs. and above,,,,25165
 Surkhet,  25 - 29 Years,Economically Active,Usually Active,Employed,Male,8426
 Surkhet,  25 - 29 Years,Economically Active,Usually Active,Employed,Female,10002
 Surkhet,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Male,250
 Surkhet,  25 - 29 Years,Economically Active,Usually Active,Unemployed,Female,106
 Surkhet,  25 - 29 Years,Economically Active,Not Usually Active,,Male,148
 Surkhet,  25 - 29 Years,Economically Active,Not Usually Active,,Female,1735
 Surkhet,  25 - 29 Years,Not Economically Active,,,Male,855
 Surkhet,  25 - 29 Years,Not Economically Active,,,Female,3519
 Surkhet,  25 - 29 Years,Economic Activity Not Stated,,,Male,83
 Surkhet,  25 - 29 Years,Economic Activity Not Stated,,,Female,41
 Surkhet,  30 - 34 Years,Total Population 10 Yrs. and above,,,,21517
 Surkhet,  30 - 34 Years,Economically Active,Usually Active,Employed,Male,8467
 Surkhet,  30 - 34 Years,Economically Active,Usually Active,Employed,Female,8857
 Surkhet,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Male,92
 Surkhet,  30 - 34 Years,Economically Active,Usually Active,Unemployed,Female,65
 Surkhet,  30 - 34 Years,Economically Active,Not Usually Active,,Male,185
 Surkhet,  30 - 34 Years,Economically Active,Not Usually Active,,Female,1253
 Surkhet,  30 - 34 Years,Not Economically Active,,,Male,249
 Surkhet,  30 - 34 Years,Not Economically Active,,,Female,2284
 Surkhet,  30 - 34 Years,Economic Activity Not Stated,,,Male,17
 Surkhet,  30 - 34 Years,Economic Activity Not Stated,,,Female,48
 Surkhet,  35 - 39 Years,Total Population 10 Yrs. and above,,,,19192
 Surkhet,  35 - 39 Years,Economically Active,Usually Active,Employed,Male,8020
 Surkhet,  35 - 39 Years,Economically Active,Usually Active,Employed,Female,7630
 Surkhet,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Male,135
 Surkhet,  35 - 39 Years,Economically Active,Usually Active,Unemployed,Female,47
 Surkhet,  35 - 39 Years,Economically Active,Not Usually Active,,Male,174
 Surkhet,  35 - 39 Years,Economically Active,Not Usually Active,,Female,1013
 Surkhet,  35 - 39 Years,Not Economically Active,,,Male,246
 Surkhet,  35 - 39 Years,Not Economically Active,,,Female,1903
 Surkhet,  35 - 39 Years,Economic Activity Not Stated,,,Male,16
 Surkhet,  35 - 39 Years,Economic Activity Not Stated,,,Female,8
 Surkhet,  40 - 44 Years,Total Population 10 Yrs. and above,,,,16587
 Surkhet,  40 - 44 Years,Economically Active,Usually Active,Employed,Male,7398
 Surkhet,  40 - 44 Years,Economically Active,Usually Active,Employed,Female,6248
 Surkhet,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Male,106
 Surkhet,  40 - 44 Years,Economically Active,Usually Active,Unemployed,Female,25
 Surkhet,  40 - 44 Years,Economically Active,Not Usually Active,,Male,131
 Surkhet,  40 - 44 Years,Economically Active,Not Usually Active,,Female,883
 Surkhet,  40 - 44 Years,Not Economically Active,,,Male,129
 Surkhet,  40 - 44 Years,Not Economically Active,,,Female,1634
 Surkhet,  40 - 44 Years,Economic Activity Not Stated,,,Male,0
 Surkhet,  40 - 44 Years,Economic Activity Not Stated,,,Female,33
