District,Gender,Age-Group,Type of activity performed 1,Month,Value
Dang,Female,65 - 69 Years,Economic,3 - 5 months, 318
Dang,Female,65 - 69 Years,Economic,6 - 7 months, 389
Dang,Female,65 - 69 Years,Economic,8+ months,  691
Dang,Female,65 - 69 Years,Extended economic,< 3 months,270
Dang,Female,65 - 69 Years,Extended economic,3 - 5 months,246
Dang,Female,65 - 69 Years,Extended economic,6 - 7 months, 55
Dang,Female,65 - 69 Years,Extended economic,8+ months,  32
Dang,Female,65 - 69 Years,Seeking economic job,< 3 months, 16
Dang,Female,65 - 69 Years,Seeking economic job,3-5 months, 24
Dang,Female,65 - 69 Years,Seeking economic job,6-7 months,8
Dang,Female,65 - 69 Years,Seeking economic job,8+ months, 16
Dang,Female,65 - 69 Years,Non-economic work,< 3 months,119
Dang,Female,65 - 69 Years,Non-economic work,3 - 5 months, 413
Dang,Female,65 - 69 Years,Non-economic work,6 - 7 months,381
Dang,Female,65 - 69 Years,Non-economic work,8+ months, 3450
Dang,Female,65 - 69 Years,Activity not stated,,  32
Dang,Female,70 - 74 Years,Any work total person,, 3078
Dang,Female,70 - 74 Years,Economic,< 3 months, 100
Dang,Female,70 - 74 Years,Economic,3 - 5 months, 179
Dang,Female,70 - 74 Years,Economic,6 - 7 months, 148
Dang,Female,70 - 74 Years,Economic,8+ months,  217
Dang,Female,70 - 74 Years,Extended economic,< 3 months,132
Dang,Female,70 - 74 Years,Extended economic,3 - 5 months,101
Dang,Female,70 - 74 Years,Extended economic,6 - 7 months, 23
Dang,Female,70 - 74 Years,Extended economic,8+ months,  23
Dang,Female,70 - 74 Years,Seeking economic job,< 3 months,  8
Dang,Female,70 - 74 Years,Seeking economic job,3-5 months,  0
Dang,Female,70 - 74 Years,Seeking economic job,6-7 months,0
Dang,Female,70 - 74 Years,Seeking economic job,8+ months,  0
Dang,Female,70 - 74 Years,Non-economic work,< 3 months, 23
Dang,Female,70 - 74 Years,Non-economic work,3 - 5 months, 156
Dang,Female,70 - 74 Years,Non-economic work,6 - 7 months,187
Dang,Female,70 - 74 Years,Non-economic work,8+ months, 2565
Dang,Female,70 - 74 Years,Activity not stated,,8
Dang,Female,75+ Years,Any work total person,,  3042
Dang,Female,75+ Years,Economic,< 3 months,  52
Dang,Female,75+ Years,Economic,3 - 5 months,  76
Dang,Female,75+ Years,Economic,6 - 7 months,  49
Dang,Female,75+ Years,Economic,8+ months,  114
Dang,Female,75+ Years,Extended economic,< 3 months, 41
Dang,Female,75+ Years,Extended economic,3 - 5 months, 44
Dang,Female,75+ Years,Extended economic,6 - 7 months,  0
Dang,Female,75+ Years,Extended economic,8+ months,8
Dang,Female,75+ Years,Seeking economic job,< 3 months,  0
Dang,Female,75+ Years,Seeking economic job,3-5 months,  8
Dang,Female,75+ Years,Seeking economic job,6-7 months,  11
Dang,Female,75+ Years,Seeking economic job,8+ months,  8
Dang,Female,75+ Years,Non-economic work,< 3 months, 16
Dang,Female,75+ Years,Non-economic work,3 - 5 months,  93
Dang,Female,75+ Years,Non-economic work,6 - 7 months, 41
Dang,Female,75+ Years,Non-economic work,8+ months, 2767
Dang,Female,75+ Years,Activity not stated,,  44
Banke,Male,10 - 14 Years,Any work total person,,33710
Banke,Male,10 - 14 Years,Economic,< 3 months, 258
Banke,Male,10 - 14 Years,Economic,3 - 5 months, 233
Banke,Male,10 - 14 Years,Economic,6 - 7 months, 216
Banke,Male,10 - 14 Years,Economic,8+ months,1558
Banke,Male,10 - 14 Years,Extended economic,< 3 months,  141
Banke,Male,10 - 14 Years,Extended economic,3 - 5 months,50
Banke,Male,10 - 14 Years,Extended economic,6 - 7 months, 17
Banke,Male,10 - 14 Years,Extended economic,8+ months,  67
Banke,Male,10 - 14 Years,Seeking economic job,< 3 months,116
Banke,Male,10 - 14 Years,Seeking economic job,3-5 months, 67
Banke,Male,10 - 14 Years,Seeking economic job,6-7 months,  25
Banke,Male,10 - 14 Years,Seeking economic job,8+ months, 98
Banke,Male,10 - 14 Years,Non-economic work,< 3 months,133
Banke,Male,10 - 14 Years,Non-economic work,3 - 5 months, 283
Banke,Male,10 - 14 Years,Non-economic work,6 - 7 months,157
Banke,Male,10 - 14 Years,Non-economic work,8+ months,30875
Banke,Male,10 - 14 Years,Activity not stated,, 855
Banke,Male,15 - 19 Years,Any work total person,,27800
Banke,Male,15 - 19 Years,Economic,< 3 months, 312
Banke,Male,15 - 19 Years,Economic,3 - 5 months, 521
Banke,Male,15 - 19 Years,Economic,6 - 7 months, 674
Banke,Male,15 - 19 Years,Economic,8+ months,6900
Banke,Male,15 - 19 Years,Extended economic,< 3 months,  264
Banke,Male,15 - 19 Years,Extended economic,3 - 5 months,  282
Banke,Male,15 - 19 Years,Extended economic,6 - 7 months, 65
Banke,Male,15 - 19 Years,Extended economic,8+ months,  88
Banke,Male,15 - 19 Years,Seeking economic job,< 3 months,536
Banke,Male,15 - 19 Years,Seeking economic job,3-5 months,432
Banke,Male,15 - 19 Years,Seeking economic job,6-7 months, 112
Banke,Male,15 - 19 Years,Seeking economic job,8+ months,195
Banke,Male,15 - 19 Years,Non-economic work,< 3 months,577
Banke,Male,15 - 19 Years,Non-economic work,3 - 5 months, 737
Banke,Male,15 - 19 Years,Non-economic work,6 - 7 months,401
Banke,Male,15 - 19 Years,Non-economic work,8+ months,19159
Banke,Male,15 - 19 Years,Activity not stated,, 494
Banke,Male,20 - 24 Years,Any work total person,,19849
Banke,Male,20 - 24 Years,Economic,< 3 months, 166
Banke,Male,20 - 24 Years,Economic,3 - 5 months, 314
Banke,Male,20 - 24 Years,Economic,6 - 7 months, 764
Banke,Male,20 - 24 Years,Economic,8+ months,  11522
Banke,Male,20 - 24 Years,Extended economic,< 3 months,  357
Banke,Male,20 - 24 Years,Extended economic,3 - 5 months,  325
Banke,Male,20 - 24 Years,Extended economic,6 - 7 months,100
Banke,Male,20 - 24 Years,Extended economic,8+ months, 172
Banke,Male,20 - 24 Years,Seeking economic job,< 3 months,565
Banke,Male,20 - 24 Years,Seeking economic job,3-5 months,307
Banke,Male,20 - 24 Years,Seeking economic job,6-7 months, 183
Banke,Male,20 - 24 Years,Seeking economic job,8+ months,354
Banke,Male,20 - 24 Years,Non-economic work,< 3 months,822
Banke,Male,20 - 24 Years,Non-economic work,3 - 5 months, 790
Banke,Male,20 - 24 Years,Non-economic work,6 - 7 months,307
Banke,Male,20 - 24 Years,Non-economic work,8+ months, 6641
Banke,Male,20 - 24 Years,Activity not stated,, 229
Banke,Male,25 - 29 Years,Any work total person,,17491
Banke,Male,25 - 29 Years,Economic,< 3 months,  40
Banke,Male,25 - 29 Years,Economic,3 - 5 months, 216
Banke,Male,25 - 29 Years,Economic,6 - 7 months, 815
Banke,Male,25 - 29 Years,Economic,8+ months,  14195
Banke,Male,25 - 29 Years,Extended economic,< 3 months,  552
Banke,Male,25 - 29 Years,Extended economic,3 - 5 months,  384
Banke,Male,25 - 29 Years,Extended economic,6 - 7 months,104
Banke,Male,25 - 29 Years,Extended economic,8+ months, 168
Banke,Male,25 - 29 Years,Seeking economic job,< 3 months,616
Banke,Male,25 - 29 Years,Seeking economic job,3-5 months,248
Banke,Male,25 - 29 Years,Seeking economic job,6-7 months, 160
Banke,Male,25 - 29 Years,Seeking economic job,8+ months,208
Banke,Male,25 - 29 Years,Non-economic work,< 3 months,959
Banke,Male,25 - 29 Years,Non-economic work,3 - 5 months, 799
Banke,Male,25 - 29 Years,Non-economic work,6 - 7 months,296
Banke,Male,25 - 29 Years,Non-economic work,8+ months, 1793
Banke,Male,25 - 29 Years,Activity not stated,, 176
Banke,Male,30 - 34 Years,Any work total person,,15092
Banke,Male,30 - 34 Years,Economic,< 3 months,  48
Banke,Male,30 - 34 Years,Economic,3 - 5 months, 209
Banke,Male,30 - 34 Years,Economic,6 - 7 months, 723
Banke,Male,30 - 34 Years,Economic,8+ months,  13035
Banke,Male,30 - 34 Years,Extended economic,< 3 months,  402
Banke,Male,30 - 34 Years,Extended economic,3 - 5 months,  418
Banke,Male,30 - 34 Years,Extended economic,6 - 7 months,153
Banke,Male,30 - 34 Years,Extended economic,8+ months, 113
Banke,Male,30 - 34 Years,Seeking economic job,< 3 months,362
Banke,Male,30 - 34 Years,Seeking economic job,3-5 months,145
Banke,Male,30 - 34 Years,Seeking economic job,6-7 months, 153
Banke,Male,30 - 34 Years,Seeking economic job,8+ months,225
Banke,Male,30 - 34 Years,Non-economic work,< 3 months,771
Banke,Male,30 - 34 Years,Non-economic work,3 - 5 months, 586
Banke,Male,30 - 34 Years,Non-economic work,6 - 7 months,257
Banke,Male,30 - 34 Years,Non-economic work,8+ months,  788
Banke,Male,30 - 34 Years,Activity not stated,,  80
Banke,Male,35 - 39 Years,Any work total person,,14538
Banke,Male,35 - 39 Years,Economic,< 3 months,  49
Banke,Male,35 - 39 Years,Economic,3 - 5 months, 245
Banke,Male,35 - 39 Years,Economic,6 - 7 months, 774
Banke,Male,35 - 39 Years,Economic,8+ months,  12755
Banke,Male,35 - 39 Years,Extended economic,< 3 months,  323
Banke,Male,35 - 39 Years,Extended economic,3 - 5 months,  441
Banke,Male,35 - 39 Years,Extended economic,6 - 7 months,114
Banke,Male,35 - 39 Years,Extended economic,8+ months, 169
Banke,Male,35 - 39 Years,Seeking economic job,< 3 months,348
Banke,Male,35 - 39 Years,Seeking economic job,3-5 months,244
Banke,Male,35 - 39 Years,Seeking economic job,6-7 months, 121
Banke,Male,35 - 39 Years,Seeking economic job,8+ months, 81
Banke,Male,35 - 39 Years,Non-economic work,< 3 months,764
Banke,Male,35 - 39 Years,Non-economic work,3 - 5 months, 693
Banke,Male,35 - 39 Years,Non-economic work,6 - 7 months,310
Banke,Male,35 - 39 Years,Non-economic work,8+ months,  499
Banke,Male,35 - 39 Years,Activity not stated,,  89
Banke,Male,40 - 44 Years,Any work total person,,12224
Banke,Male,40 - 44 Years,Economic,< 3 months,  32
Banke,Male,40 - 44 Years,Economic,3 - 5 months, 130
Banke,Male,40 - 44 Years,Economic,6 - 7 months, 697
Banke,Male,40 - 44 Years,Economic,8+ months,  10665
Banke,Male,40 - 44 Years,Extended economic,< 3 months,  340
Banke,Male,40 - 44 Years,Extended economic,3 - 5 months,  259
Banke,Male,40 - 44 Years,Extended economic,6 - 7 months, 81
Banke,Male,40 - 44 Years,Extended economic,8+ months,  73
Banke,Male,40 - 44 Years,Seeking economic job,< 3 months,340
Banke,Male,40 - 44 Years,Seeking economic job,3-5 months,178
Banke,Male,40 - 44 Years,Seeking economic job,6-7 months,  57
Banke,Male,40 - 44 Years,Seeking economic job,8+ months, 81
Banke,Male,40 - 44 Years,Non-economic work,< 3 months,575
Banke,Male,40 - 44 Years,Non-economic work,3 - 5 months, 730
Banke,Male,40 - 44 Years,Non-economic work,6 - 7 months,243
Banke,Male,40 - 44 Years,Non-economic work,8+ months,  588
Banke,Male,40 - 44 Years,Activity not stated,,  56
Banke,Male,45 - 49 Years,Any work total person,,10407
Banke,Male,45 - 49 Years,Economic,< 3 months,  42
Banke,Male,45 - 49 Years,Economic,3 - 5 months, 128
Banke,Male,45 - 49 Years,Economic,6 - 7 months, 573
Banke,Male,45 - 49 Years,Economic,8+ months,9106
Banke,Male,45 - 49 Years,Extended economic,< 3 months,  299
Banke,Male,45 - 49 Years,Extended economic,3 - 5 months,  342
Banke,Male,45 - 49 Years,Extended economic,6 - 7 months,110
Banke,Male,45 - 49 Years,Extended economic,8+ months,  93
Banke,Male,45 - 49 Years,Seeking economic job,< 3 months,359
Banke,Male,45 - 49 Years,Seeking economic job,3-5 months,136
Banke,Male,45 - 49 Years,Seeking economic job,6-7 months,  51
Banke,Male,45 - 49 Years,Seeking economic job,8+ months, 17
Banke,Male,45 - 49 Years,Non-economic work,< 3 months,564
Banke,Male,45 - 49 Years,Non-economic work,3 - 5 months, 539
Banke,Male,45 - 49 Years,Non-economic work,6 - 7 months,213
Banke,Male,45 - 49 Years,Non-economic work,8+ months,  500
Banke,Male,45 - 49 Years,Activity not stated,,  34
Banke,Male,50 - 54 Years,Any work total person,, 8183
Banke,Male,50 - 54 Years,Economic,< 3 months,  31
Banke,Male,50 - 54 Years,Economic,3 - 5 months, 123
Banke,Male,50 - 54 Years,Economic,6 - 7 months, 507
Banke,Male,50 - 54 Years,Economic,8+ months,6806
Banke,Male,50 - 54 Years,Extended economic,< 3 months,  308
Banke,Male,50 - 54 Years,Extended economic,3 - 5 months,  216
Banke,Male,50 - 54 Years,Extended economic,6 - 7 months, 38
Banke,Male,50 - 54 Years,Extended economic,8+ months,  78
Banke,Male,50 - 54 Years,Seeking economic job,< 3 months,378
Banke,Male,50 - 54 Years,Seeking economic job,3-5 months, 77
Banke,Male,50 - 54 Years,Seeking economic job,6-7 months,0
Banke,Male,50 - 54 Years,Seeking economic job,8+ months, 16
Banke,Male,50 - 54 Years,Non-economic work,< 3 months,539
Banke,Male,50 - 54 Years,Non-economic work,3 - 5 months, 392
Banke,Male,50 - 54 Years,Non-economic work,6 - 7 months,284
Banke,Male,50 - 54 Years,Non-economic work,8+ months,  653
Banke,Male,50 - 54 Years,Activity not stated,,  47
Banke,Male,55 - 59 Years,Any work total person,, 6376
Banke,Male,55 - 59 Years,Economic,< 3 months,  16
Banke,Male,55 - 59 Years,Economic,3 - 5 months, 104
Banke,Male,55 - 59 Years,Economic,6 - 7 months, 495
Banke,Male,55 - 59 Years,Economic,8+ months,4919
Banke,Male,55 - 59 Years,Extended economic,< 3 months,  232
Banke,Male,55 - 59 Years,Extended economic,3 - 5 months,  199
Banke,Male,55 - 59 Years,Extended economic,6 - 7 months, 64
Banke,Male,55 - 59 Years,Extended economic,8+ months,  88
Banke,Male,55 - 59 Years,Seeking economic job,< 3 months,152
Banke,Male,55 - 59 Years,Seeking economic job,3-5 months, 88
Banke,Male,55 - 59 Years,Seeking economic job,6-7 months,  48
Banke,Male,55 - 59 Years,Seeking economic job,8+ months, 16
Banke,Male,55 - 59 Years,Non-economic work,< 3 months,280
Banke,Male,55 - 59 Years,Non-economic work,3 - 5 months, 551
Banke,Male,55 - 59 Years,Non-economic work,6 - 7 months,168
Banke,Male,55 - 59 Years,Non-economic work,8+ months,  793
Banke,Male,55 - 59 Years,Activity not stated,,8
Banke,Male,60 - 64 Years,Any work total person,, 6112
Banke,Male,60 - 64 Years,Economic,< 3 months,  49
Banke,Male,60 - 64 Years,Economic,3 - 5 months, 131
Banke,Male,60 - 64 Years,Economic,6 - 7 months, 424
Banke,Male,60 - 64 Years,Economic,8+ months,4206
Banke,Male,60 - 64 Years,Extended economic,< 3 months,  147
Banke,Male,60 - 64 Years,Extended economic,3 - 5 months,  277
Banke,Male,60 - 64 Years,Extended economic,6 - 7 months, 49
Banke,Male,60 - 64 Years,Extended economic,8+ months,  57
Banke,Male,60 - 64 Years,Seeking economic job,< 3 months,188
Banke,Male,60 - 64 Years,Seeking economic job,3-5 months, 41
Banke,Male,60 - 64 Years,Seeking economic job,6-7 months,  16
Banke,Male,60 - 64 Years,Seeking economic job,8+ months, 24
Banke,Male,60 - 64 Years,Non-economic work,< 3 months,318
Banke,Male,60 - 64 Years,Non-economic work,3 - 5 months, 432
Banke,Male,60 - 64 Years,Non-economic work,6 - 7 months,228
Banke,Male,60 - 64 Years,Non-economic work,8+ months, 1311
Banke,Male,60 - 64 Years,Activity not stated,,  24
Banke,Male,65 - 69 Years,Any work total person,, 4330
Banke,Male,65 - 69 Years,Economic,< 3 months,  79
Banke,Male,65 - 69 Years,Economic,3 - 5 months, 111
Banke,Male,65 - 69 Years,Economic,6 - 7 months, 335
Banke,Male,65 - 69 Years,Economic,8+ months,2362
Banke,Male,65 - 69 Years,Extended economic,< 3 months,  144
Banke,Male,65 - 69 Years,Extended economic,3 - 5 months,  137
Banke,Male,65 - 69 Years,Extended economic,6 - 7 months, 33
Banke,Male,65 - 69 Years,Extended economic,8+ months,8
Banke,Male,65 - 69 Years,Seeking economic job,< 3 months, 73
Banke,Male,65 - 69 Years,Seeking economic job,3-5 months, 16
Banke,Male,65 - 69 Years,Seeking economic job,6-7 months,0
Banke,Male,65 - 69 Years,Seeking economic job,8+ months,  9
Banke,Male,65 - 69 Years,Non-economic work,< 3 months,235
Banke,Male,65 - 69 Years,Non-economic work,3 - 5 months, 223
Banke,Male,65 - 69 Years,Non-economic work,6 - 7 months,215
Banke,Male,65 - 69 Years,Non-economic work,8+ months, 1525
Banke,Male,65 - 69 Years,Activity not stated,,  25
Banke,Male,70 - 74 Years,Any work total person,, 3256
Banke,Male,70 - 74 Years,Economic,< 3 months,  24
Banke,Male,70 - 74 Years,Economic,3 - 5 months, 105
Banke,Male,70 - 74 Years,Economic,6 - 7 months, 169
Banke,Male,70 - 74 Years,Economic,8+ months,1348
Banke,Male,70 - 74 Years,Extended economic,< 3 months,49
Banke,Male,70 - 74 Years,Extended economic,3 - 5 months,48
Banke,Male,70 - 74 Years,Extended economic,6 - 7 months, 16
Banke,Male,70 - 74 Years,Extended economic,8+ months,  16
Banke,Male,70 - 74 Years,Seeking economic job,< 3 months, 16
Banke,Male,70 - 74 Years,Seeking economic job,3-5 months, 33
Banke,Male,70 - 74 Years,Seeking economic job,6-7 months,8
Banke,Male,70 - 74 Years,Seeking economic job,8+ months,  8
Banke,Male,70 - 74 Years,Non-economic work,< 3 months,129
Banke,Male,70 - 74 Years,Non-economic work,3 - 5 months, 153
Banke,Male,70 - 74 Years,Non-economic work,6 - 7 months,113
Banke,Male,70 - 74 Years,Non-economic work,8+ months, 1609
Banke,Male,70 - 74 Years,Activity not stated,,  57
Banke,Male,75+ Years,Any work total person,,  2979
Banke,Male,75+ Years,Economic,< 3 months,  23
Banke,Male,75+ Years,Economic,3 - 5 months,  53
Banke,Male,75+ Years,Economic,6 - 7 months,  75
Banke,Male,75+ Years,Economic,8+ months, 636
Banke,Male,75+ Years,Extended economic,< 3 months,23
Banke,Male,75+ Years,Extended economic,3 - 5 months,30
Banke,Male,75+ Years,Extended economic,6 - 7 months,  8
Banke,Male,75+ Years,Extended economic,8+ months,  23
Banke,Male,75+ Years,Seeking economic job,< 3 months,  8
Banke,Male,75+ Years,Seeking economic job,3-5 months,  0
Banke,Male,75+ Years,Seeking economic job,6-7 months,0
Banke,Male,75+ Years,Seeking economic job,8+ months,  8
Banke,Male,75+ Years,Non-economic work,< 3 months, 38
Banke,Male,75+ Years,Non-economic work,3 - 5 months,  91
Banke,Male,75+ Years,Non-economic work,6 - 7 months, 60
Banke,Male,75+ Years,Non-economic work,8+ months, 2184
Banke,Male,75+ Years,Activity not stated,,  30
Banke,Female,10 - 14 Years,Any work total person,,31742
Banke,Female,10 - 14 Years,Economic,< 3 months, 248
Banke,Female,10 - 14 Years,Economic,3 - 5 months, 240
Banke,Female,10 - 14 Years,Economic,6 - 7 months, 233
Banke,Female,10 - 14 Years,Economic,8+ months,  520
Banke,Female,10 - 14 Years,Extended economic,< 3 months, 168
Banke,Female,10 - 14 Years,Extended economic,3 - 5 months,  128
Banke,Female,10 - 14 Years,Extended economic,6 - 7 months, 16
Banke,Female,10 - 14 Years,Extended economic,8+ months,  88
Banke,Female,10 - 14 Years,Seeking economic job,< 3 months, 56
Banke,Female,10 - 14 Years,Seeking economic job,3-5 months,24
Banke,Female,10 - 14 Years,Seeking economic job,6-7 months, 8
Banke,Female,10 - 14 Years,Seeking economic job,8+ months,  8
Banke,Female,10 - 14 Years,Non-economic work,< 3 months, 32
Banke,Female,10 - 14 Years,Non-economic work,3 - 5 months, 265
Banke,Female,10 - 14 Years,Non-economic work,6 - 7 months,168
Banke,Female,10 - 14 Years,Non-economic work,8+ months,29953
Banke,Female,10 - 14 Years,Activity not stated,, 860
Banke,Female,15 - 19 Years,Any work total person,,28080
Banke,Female,15 - 19 Years,Economic,< 3 months, 454
Banke,Female,15 - 19 Years,Economic,3 - 5 months, 694
Banke,Female,15 - 19 Years,Economic,6 - 7 months,1213
Banke,Female,15 - 19 Years,Economic,8+ months, 1976
Banke,Female,15 - 19 Years,Extended economic,< 3 months, 396
Banke,Female,15 - 19 Years,Extended economic,3 - 5 months,  446
Banke,Female,15 - 19 Years,Extended economic,6 - 7 months,140
Banke,Female,15 - 19 Years,Extended economic,8+ months, 149
Banke,Female,15 - 19 Years,Seeking economic job,< 3 months,239
Banke,Female,15 - 19 Years,Seeking economic job,3-5 months,  107
Banke,Female,15 - 19 Years,Seeking economic job,6-7 months,25
Banke,Female,15 - 19 Years,Seeking economic job,8+ months, 50
Banke,Female,15 - 19 Years,Non-economic work,< 3 months,297
Banke,Female,15 - 19 Years,Non-economic work,3 - 5 months,1089
Banke,Female,15 - 19 Years,Non-economic work,6 - 7 months,  1048
