District,Zone,Ecological Belt,Development Region,Year (BS),Year (AD),Literacy Status,Gender,Population under 16 years of age living with,Number
 Kalikot,,,,,,Literacy not stated,  Female,Other relatives,0
 Kalikot,,,,,,Literacy not stated,  Female,Employer,0
 Kalikot,,,,,,Literacy not stated,  Female,Others,0
 Kalikot,,,,,,Literacy not stated,  Female,Not stated,0
 Mugu,,,,,,Illiterate,Male,Parents,1550
 Mugu,,,,,,Illiterate,Male,Mother,64
 Mugu,,,,,,Illiterate,Male,Father,12
 Mugu,,,,,,Illiterate,Male,Father and step mother,4
 Mugu,,,,,,Illiterate,Male,Mother and step father,2
 Mugu,,,,,,Illiterate,Male,Other relatives,3
 Mugu,,,,,,Illiterate,Male,Employer,0
 Mugu,,,,,,Illiterate,Male,Others,13
 Mugu,,,,,,Illiterate,Male,Not stated,14
 Mugu,,,,,,Literate,Male,Parents,6079
 Mugu,,,,,,Literate,Male,Mother,225
 Mugu,,,,,,Literate,Male,Father,83
 Mugu,,,,,,Literate,Male,Father and step mother,18
 Mugu,,,,,,Literate,Male,Mother and step father,3
 Mugu,,,,,,Literate,Male,Other relatives,17
 Mugu,,,,,,Literate,Male,Employer,2
 Mugu,,,,,,Literate,Male,Others,68
 Mugu,,,,,,Literate,Male,Not stated,21
 Mugu,,,,,,Literacy not stated,Male,Parents,5
 Mugu,,,,,,Literacy not stated,Male,Mother,0
 Mugu,,,,,,Literacy not stated,Male,Father,0
 Mugu,,,,,,Literacy not stated,Male,Father and step mother,0
 Mugu,,,,,,Literacy not stated,Male,Mother and step father,0
 Mugu,,,,,,Literacy not stated,Male,Other relatives,0
 Mugu,,,,,,Literacy not stated,Male,Employer,0
 Mugu,,,,,,Literacy not stated,Male,Others,0
 Mugu,,,,,,Literacy not stated,Male,Not stated,0
 Mugu,,,,,,Illiterate,  Female,Parents,1890
 Mugu,,,,,,Illiterate,  Female,Mother,74
 Mugu,,,,,,Illiterate,  Female,Father,20
 Mugu,,,,,,Illiterate,  Female,Father and step mother,2
 Mugu,,,,,,Illiterate,  Female,Mother and step father,4
 Mugu,,,,,,Illiterate,  Female,Other relatives,6
 Mugu,,,,,,Illiterate,  Female,Employer,0
 Mugu,,,,,,Illiterate,  Female,Others,25
 Mugu,,,,,,Illiterate,  Female,Not stated,27
 Mugu,,,,,,Literate,  Female,Parents,5589
 Mugu,,,,,,Literate,  Female,Mother,215
 Mugu,,,,,,Literate,  Female,Father,70
 Mugu,,,,,,Literate,  Female,Father and step mother,20
 Mugu,,,,,,Literate,  Female,Mother and step father,8
 Mugu,,,,,,Literate,  Female,Other relatives,17
 Mugu,,,,,,Literate,  Female,Employer,0
 Mugu,,,,,,Literate,  Female,Others,55
 Mugu,,,,,,Literate,  Female,Not stated,11
 Mugu,,,,,,Literacy not stated,  Female,Parents,4
 Mugu,,,,,,Literacy not stated,  Female,Mother,0
 Mugu,,,,,,Literacy not stated,  Female,Father,0
 Mugu,,,,,,Literacy not stated,  Female,Father and step mother,0
 Mugu,,,,,,Literacy not stated,  Female,Mother and step father,0
 Mugu,,,,,,Literacy not stated,  Female,Other relatives,0
 Mugu,,,,,,Literacy not stated,  Female,Employer,0
 Mugu,,,,,,Literacy not stated,  Female,Others,0
 Mugu,,,,,,Literacy not stated,  Female,Not stated,0
 Humla,,,,,,Illiterate,Male,Parents,1507
 Humla,,,,,,Illiterate,Male,Mother,55
 Humla,,,,,,Illiterate,Male,Father,24
 Humla,,,,,,Illiterate,Male,Father and step mother,7
 Humla,,,,,,Illiterate,Male,Mother and step father,4
 Humla,,,,,,Illiterate,Male,Other relatives,5
 Humla,,,,,,Illiterate,Male,Employer,0
 Humla,,,,,,Illiterate,Male,Others,11
 Humla,,,,,,Illiterate,Male,Not stated,7
 Humla,,,,,,Literate,Male,Parents,4913
 Humla,,,,,,Literate,Male,Mother,243
 Humla,,,,,,Literate,Male,Father,92
 Humla,,,,,,Literate,Male,Father and step mother,19
 Humla,,,,,,Literate,Male,Mother and step father,10
 Humla,,,,,,Literate,Male,Other relatives,20
 Humla,,,,,,Literate,Male,Employer,2
 Humla,,,,,,Literate,Male,Others,90
 Humla,,,,,,Literate,Male,Not stated,9
 Humla,,,,,,Literacy not stated,Male,Parents,9
 Humla,,,,,,Literacy not stated,Male,Mother,1
 Humla,,,,,,Literacy not stated,Male,Father,0
 Humla,,,,,,Literacy not stated,Male,Father and step mother,0
 Humla,,,,,,Literacy not stated,Male,Mother and step father,0
 Humla,,,,,,Literacy not stated,Male,Other relatives,0
 Humla,,,,,,Literacy not stated,Male,Employer,0
 Humla,,,,,,Literacy not stated,Male,Others,0
 Humla,,,,,,Literacy not stated,Male,Not stated,0
 Humla,,,,,,Illiterate,  Female,Parents,2076
 Humla,,,,,,Illiterate,  Female,Mother,89
 Humla,,,,,,Illiterate,  Female,Father,32
 Humla,,,,,,Illiterate,  Female,Father and step mother,20
 Humla,,,,,,Illiterate,  Female,Mother and step father,7
 Humla,,,,,,Illiterate,  Female,Other relatives,2
 Humla,,,,,,Illiterate,  Female,Employer,2
 Humla,,,,,,Illiterate,  Female,Others,35
 Humla,,,,,,Illiterate,  Female,Not stated,10
 Humla,,,,,,Literate,  Female,Parents,4328
 Humla,,,,,,Literate,  Female,Mother,205
 Humla,,,,,,Literate,  Female,Father,54
 Humla,,,,,,Literate,  Female,Father and step mother,25
 Humla,,,,,,Literate,  Female,Mother and step father,15
 Humla,,,,,,Literate,  Female,Other relatives,22
 Humla,,,,,,Literate,  Female,Employer,2
 Humla,,,,,,Literate,  Female,Others,51
 Humla,,,,,,Literate,  Female,Not stated,5
 Humla,,,,,,Literacy not stated,  Female,Parents,2
 Humla,,,,,,Literacy not stated,  Female,Mother,0
 Humla,,,,,,Literacy not stated,  Female,Father,0
 Humla,,,,,,Literacy not stated,  Female,Father and step mother,0
 Humla,,,,,,Literacy not stated,  Female,Mother and step father,0
 Humla,,,,,,Literacy not stated,  Female,Other relatives,0
 Humla,,,,,,Literacy not stated,  Female,Employer,0
 Humla,,,,,,Literacy not stated,  Female,Others,0
 Humla,,,,,,Literacy not stated,  Female,Not stated,0
 Bajura,,,,,,Illiterate,Male,Parents,3935
 Bajura,,,,,,Illiterate,Male,Mother,424
 Bajura,,,,,,Illiterate,Male,Father,40
 Bajura,,,,,,Illiterate,Male,Father and step mother,0
 Bajura,,,,,,Illiterate,Male,Mother and step father,8
 Bajura,,,,,,Illiterate,Male,Other relatives,32
 Bajura,,,,,,Illiterate,Male,Employer,0
 Bajura,,,,,,Illiterate,Male,Others,24
 Bajura,,,,,,Illiterate,Male,Not stated,32
 Bajura,,,,,,Literate,Male,Parents,14687
 Bajura,,,,,,Literate,Male,Mother,1458
 Bajura,,,,,,Literate,Male,Father,358
 Bajura,,,,,,Literate,Male,Father and step mother,41
 Bajura,,,,,,Literate,Male,Mother and step father,0
 Bajura,,,,,,Literate,Male,Other relatives,146
 Bajura,,,,,,Literate,Male,Employer,0
 Bajura,,,,,,Literate,Male,Others,268
 Bajura,,,,,,Literate,Male,Not stated,121
 Bajura,,,,,,Literacy not stated,Male,Parents,16
 Bajura,,,,,,Literacy not stated,Male,Mother,0
 Bajura,,,,,,Literacy not stated,Male,Father,0
 Bajura,,,,,,Literacy not stated,Male,Father and step mother,0
 Bajura,,,,,,Literacy not stated,Male,Mother and step father,0
 Bajura,,,,,,Literacy not stated,Male,Other relatives,0
 Bajura,,,,,,Literacy not stated,Male,Employer,0
 Bajura,,,,,,Literacy not stated,Male,Others,0
 Bajura,,,,,,Literacy not stated,Male,Not stated,0
 Bajura,,,,,,Illiterate,  Female,Parents,4289
 Bajura,,,,,,Illiterate,  Female,Mother,454
 Bajura,,,,,,Illiterate,  Female,Father,105
 Bajura,,,,,,Illiterate,  Female,Father and step mother,8
 Bajura,,,,,,Illiterate,  Female,Mother and step father,8
 Bajura,,,,,,Illiterate,  Female,Other relatives,16
 Bajura,,,,,,Illiterate,  Female,Employer,0
 Bajura,,,,,,Illiterate,  Female,Others,57
 Bajura,,,,,,Illiterate,  Female,Not stated,24
 Bajura,,,,,,Literate,  Female,Parents,14363
 Bajura,,,,,,Literate,  Female,Mother,1512
 Bajura,,,,,,Literate,  Female,Father,337
 Bajura,,,,,,Literate,  Female,Father and step mother,86
 Bajura,,,,,,Literate,  Female,Mother and step father,24
 Bajura,,,,,,Literate,  Female,Other relatives,143
 Bajura,,,,,,Literate,  Female,Employer,0
 Bajura,,,,,,Literate,  Female,Others,354
 Bajura,,,,,,Literate,  Female,Not stated,86
 Bajura,,,,,,Literacy not stated,  Female,Parents,8
 Bajura,,,,,,Literacy not stated,  Female,Mother,0
 Bajura,,,,,,Literacy not stated,  Female,Father,0
 Bajura,,,,,,Literacy not stated,  Female,Father and step mother,0
 Bajura,,,,,,Literacy not stated,  Female,Mother and step father,0
 Bajura,,,,,,Literacy not stated,  Female,Other relatives,0
 Bajura,,,,,,Literacy not stated,  Female,Employer,0
 Bajura,,,,,,Literacy not stated,  Female,Others,0
 Bajura,,,,,,Literacy not stated,  Female,Not stated,0
 Bajhang,,,,,,Illiterate,Male,Parents,5657
 Bajhang,,,,,,Illiterate,Male,Mother,480
 Bajhang,,,,,,Illiterate,Male,Father,24
 Bajhang,,,,,,Illiterate,Male,Father and step mother,24
 Bajhang,,,,,,Illiterate,Male,Mother and step father,8
 Bajhang,,,,,,Illiterate,Male,Other relatives,8
 Bajhang,,,,,,Illiterate,Male,Employer,0
 Bajhang,,,,,,Illiterate,Male,Others,40
 Bajhang,,,,,,Illiterate,Male,Not stated,39
 Bajhang,,,,,,Literate,Male,Parents,22574
 Bajhang,,,,,,Literate,Male,Mother,2416
 Bajhang,,,,,,Literate,Male,Father,224
 Bajhang,,,,,,Literate,Male,Father and step mother,80
 Bajhang,,,,,,Literate,Male,Mother and step father,8
 Bajhang,,,,,,Literate,Male,Other relatives,72
 Bajhang,,,,,,Literate,Male,Employer,0
 Bajhang,,,,,,Literate,Male,Others,551
 Bajhang,,,,,,Literate,Male,Not stated,64
 Bajhang,,,,,,Literacy not stated,Male,Parents,8
 Bajhang,,,,,,Literacy not stated,Male,Mother,0
 Bajhang,,,,,,Literacy not stated,Male,Father,0
 Bajhang,,,,,,Literacy not stated,Male,Father and step mother,0
 Bajhang,,,,,,Literacy not stated,Male,Mother and step father,0
 Bajhang,,,,,,Literacy not stated,Male,Other relatives,0
 Bajhang,,,,,,Literacy not stated,Male,Employer,0
 Bajhang,,,,,,Literacy not stated,Male,Others,0
 Bajhang,,,,,,Literacy not stated,Male,Not stated,0
 Bajhang,,,,,,Illiterate,  Female,Parents,7247
 Bajhang,,,,,,Illiterate,  Female,Mother,593
 Bajhang,,,,,,Illiterate,  Female,Father,75
 Bajhang,,,,,,Illiterate,  Female,Father and step mother,33
 Bajhang,,,,,,Illiterate,  Female,Mother and step father,17
 Bajhang,,,,,,Illiterate,  Female,Other relatives,25
 Bajhang,,,,,,Illiterate,  Female,Employer,0
 Bajhang,,,,,,Illiterate,  Female,Others,124
 Bajhang,,,,,,Illiterate,  Female,Not stated,122
 Bajhang,,,,,,Literate,  Female,Parents,20411
 Bajhang,,,,,,Literate,  Female,Mother,2402
 Bajhang,,,,,,Literate,  Female,Father,140
 Bajhang,,,,,,Literate,  Female,Father and step mother,33
 Bajhang,,,,,,Literate,  Female,Mother and step father,17
 Bajhang,,,,,,Literate,  Female,Other relatives,98
 Bajhang,,,,,,Literate,  Female,Employer,8
 Bajhang,,,,,,Literate,  Female,Others,500
 Bajhang,,,,,,Literate,  Female,Not stated,115
 Bajhang,,,,,,Literacy not stated,  Female,Parents,8
 Bajhang,,,,,,Literacy not stated,  Female,Mother,0
 Bajhang,,,,,,Literacy not stated,  Female,Father,0
 Bajhang,,,,,,Literacy not stated,  Female,Father and step mother,0
 Bajhang,,,,,,Literacy not stated,  Female,Mother and step father,0
 Bajhang,,,,,,Literacy not stated,  Female,Other relatives,0
 Bajhang,,,,,,Literacy not stated,  Female,Employer,0
 Bajhang,,,,,,Literacy not stated,  Female,Others,0
 Bajhang,,,,,,Literacy not stated,  Female,Not stated,0
 Achham,,,,,,Illiterate,Male,Parents,7565
 Achham,,,,,,Illiterate,Male,Mother,1141
 Achham,,,,,,Illiterate,Male,Father,65
 Achham,,,,,,Illiterate,Male,Father and step mother,33
 Achham,,,,,,Illiterate,Male,Mother and step father,8
 Achham,,,,,,Illiterate,Male,Other relatives,0
 Achham,,,,,,Illiterate,Male,Employer,0
 Achham,,,,,,Illiterate,Male,Others,139
 Achham,,,,,,Illiterate,Male,Not stated,33
 Achham,,,,,,Literate,Male,Parents,27406
 Achham,,,,,,Literate,Male,Mother,4244
 Achham,,,,,,Literate,Male,Father,268
 Achham,,,,,,Literate,Male,Father and step mother,49
 Achham,,,,,,Literate,Male,Mother and step father,16
 Achham,,,,,,Literate,Male,Other relatives,154
 Achham,,,,,,Literate,Male,Employer,0
 Achham,,,,,,Literate,Male,Others,650
 Achham,,,,,,Literate,Male,Not stated,138
 Achham,,,,,,Literacy not stated,Male,Parents,41
 Achham,,,,,,Literacy not stated,Male,Mother,0
 Achham,,,,,,Literacy not stated,Male,Father,0
 Achham,,,,,,Literacy not stated,Male,Father and step mother,0
 Achham,,,,,,Literacy not stated,Male,Mother and step father,0
 Achham,,,,,,Literacy not stated,Male,Other relatives,0
 Achham,,,,,,Literacy not stated,Male,Employer,0
 Achham,,,,,,Literacy not stated,Male,Others,0
 Achham,,,,,,Literacy not stated,Male,Not stated,0
 Achham,,,,,,Illiterate,  Female,Parents,8818
 Achham,,,,,,Illiterate,  Female,Mother,1436
 Achham,,,,,,Illiterate,  Female,Father,79
 Achham,,,,,,Illiterate,  Female,Father and step mother,24
 Achham,,,,,,Illiterate,  Female,Mother and step father,8
 Achham,,,,,,Illiterate,  Female,Other relatives,32
 Achham,,,,,,Illiterate,  Female,Employer,0
 Achham,,,,,,Illiterate,  Female,Others,221
 Achham,,,,,,Illiterate,  Female,Not stated,39
 Achham,,,,,,Literate,  Female,Parents,26859
 Achham,,,,,,Literate,  Female,Mother,3785
 Achham,,,,,,Literate,  Female,Father,158
 Achham,,,,,,Literate,  Female,Father and step mother,103
 Achham,,,,,,Literate,  Female,Mother and step father,0
 Achham,,,,,,Literate,  Female,Other relatives,126
 Achham,,,,,,Literate,  Female,Employer,0
 Achham,,,,,,Literate,  Female,Others,688
 Achham,,,,,,Literate,  Female,Not stated,103
 Achham,,,,,,Literacy not stated,  Female,Parents,24
 Achham,,,,,,Literacy not stated,  Female,Mother,0
 Achham,,,,,,Literacy not stated,  Female,Father,0
 Achham,,,,,,Literacy not stated,  Female,Father and step mother,0
 Achham,,,,,,Literacy not stated,  Female,Mother and step father,0
 Achham,,,,,,Literacy not stated,  Female,Other relatives,0
 Achham,,,,,,Literacy not stated,  Female,Employer,0
 Achham,,,,,,Literacy not stated,  Female,Others,0
 Achham,,,,,,Literacy not stated,  Female,Not stated,0
 Doti,,,,,,Illiterate,Male,Parents,5781
 Doti,,,,,,Illiterate,Male,Mother,1395
 Doti,,,,,,Illiterate,Male,Father,81
 Doti,,,,,,Illiterate,Male,Father and step mother,9
 Doti,,,,,,Illiterate,Male,Mother and step father,0
 Doti,,,,,,Illiterate,Male,Other relatives,16
 Doti,,,,,,Illiterate,Male,Employer,9
 Doti,,,,,,Illiterate,Male,Others,50
 Doti,,,,,,Illiterate,Male,Not stated,16
 Doti,,,,,,Literate,Male,Parents,19830
 Doti,,,,,,Literate,Male,Mother,4063
 Doti,,,,,,Literate,Male,Father,170
 Doti,,,,,,Literate,Male,Father and step mother,67
 Doti,,,,,,Literate,Male,Mother and step father,0
 Doti,,,,,,Literate,Male,Other relatives,144
 Doti,,,,,,Literate,Male,Employer,18
 Doti,,,,,,Literate,Male,Others,400
 Doti,,,,,,Literate,Male,Not stated,50
 Doti,,,,,,Literacy not stated,Male,Parents,33
 Doti,,,,,,Literacy not stated,Male,Mother,2
 Doti,,,,,,Literacy not stated,Male,Father,0
 Doti,,,,,,Literacy not stated,Male,Father and step mother,0
 Doti,,,,,,Literacy not stated,Male,Mother and step father,0
 Doti,,,,,,Literacy not stated,Male,Other relatives,0
 Doti,,,,,,Literacy not stated,Male,Employer,0
 Doti,,,,,,Literacy not stated,Male,Others,0
 Doti,,,,,,Literacy not stated,Male,Not stated,0
 Doti,,,,,,Illiterate,  Female,Parents,7133
 Doti,,,,,,Illiterate,  Female,Mother,1830
 Doti,,,,,,Illiterate,  Female,Father,49
 Doti,,,,,,Illiterate,  Female,Father and step mother,10
 Doti,,,,,,Illiterate,  Female,Mother and step father,0
 Doti,,,,,,Illiterate,  Female,Other relatives,52
 Doti,,,,,,Illiterate,  Female,Employer,1
 Doti,,,,,,Illiterate,  Female,Others,120
 Doti,,,,,,Illiterate,  Female,Not stated,24
 Doti,,,,,,Literate,  Female,Parents,18773
 Doti,,,,,,Literate,  Female,Mother,4173
 Doti,,,,,,Literate,  Female,Father,140
 Doti,,,,,,Literate,  Female,Father and step mother,54
 Doti,,,,,,Literate,  Female,Mother and step father,16
 Doti,,,,,,Literate,  Female,Other relatives,125
 Doti,,,,,,Literate,  Female,Employer,3
 Doti,,,,,,Literate,  Female,Others,376
 Doti,,,,,,Literate,  Female,Not stated,46
 Doti,,,,,,Literacy not stated,  Female,Parents,31
 Doti,,,,,,Literacy not stated,  Female,Mother,0
 Doti,,,,,,Literacy not stated,  Female,Father,0
 Doti,,,,,,Literacy not stated,  Female,Father and step mother,0
 Doti,,,,,,Literacy not stated,  Female,Mother and step father,0
 Doti,,,,,,Literacy not stated,  Female,Other relatives,0
 Doti,,,,,,Literacy not stated,  Female,Employer,0
 Doti,,,,,,Literacy not stated,  Female,Others,0
 Doti,,,,,,Literacy not stated,  Female,Not stated,0
 Kailali,,,,,,Illiterate,Male,Parents,13859
 Kailali,,,,,,Illiterate,Male,Mother,1480
 Kailali,,,,,,Illiterate,Male,Father,124
 Kailali,,,,,,Illiterate,Male,Father and step mother,41
 Kailali,,,,,,Illiterate,Male,Mother and step father,0
 Kailali,,,,,,Illiterate,Male,Other relatives,73
 Kailali,,,,,,Illiterate,Male,Employer,0
 Kailali,,,,,,Illiterate,Male,Others,343
 Kailali,,,,,,Illiterate,Male,Not stated,140
 Kailali,,,,,,Literate,Male,Parents,84240
 Kailali,,,,,,Literate,Male,Mother,8670
 Kailali,,,,,,Literate,Male,Father,702
 Kailali,,,,,,Literate,Male,Father and step mother,267
 Kailali,,,,,,Literate,Male,Mother and step father,41
 Kailali,,,,,,Literate,Male,Other relatives,654
 Kailali,,,,,,Literate,Male,Employer,32
 Kailali,,,,,,Literate,Male,Others,2798
 Kailali,,,,,,Literate,Male,Not stated,506
 Kailali,,,,,,Literacy not stated,Male,Parents,16
 Kailali,,,,,,Literacy not stated,Male,Mother,0
 Kailali,,,,,,Literacy not stated,Male,Father,0
 Kailali,,,,,,Literacy not stated,Male,Father and step mother,0
 Kailali,,,,,,Literacy not stated,Male,Mother and step father,0
 Kailali,,,,,,Literacy not stated,Male,Other relatives,0
 Kailali,,,,,,Literacy not stated,Male,Employer,0
 Kailali,,,,,,Literacy not stated,Male,Others,0
 Kailali,,,,,,Literacy not stated,Male,Not stated,8
 Kailali,,,,,,Illiterate,  Female,Parents,13993
 Kailali,,,,,,Illiterate,  Female,Mother,1403
 Kailali,,,,,,Illiterate,  Female,Father,95
 Kailali,,,,,,Illiterate,  Female,Father and step mother,32
 Kailali,,,,,,Illiterate,  Female,Mother and step father,24
 Kailali,,,,,,Illiterate,  Female,Other relatives,57
 Kailali,,,,,,Illiterate,  Female,Employer,8
 Kailali,,,,,,Illiterate,  Female,Others,239
 Kailali,,,,,,Illiterate,  Female,Not stated,257
 Kailali,,,,,,Literate,  Female,Parents,80731
 Kailali,,,,,,Literate,  Female,Mother,7735
 Kailali,,,,,,Literate,  Female,Father,499
 Kailali,,,,,,Literate,  Female,Father and step mother,146
 Kailali,,,,,,Literate,  Female,Mother and step father,32
 Kailali,,,,,,Literate,  Female,Other relatives,634
 Kailali,,,,,,Literate,  Female,Employer,32
 Kailali,,,,,,Literate,  Female,Others,2438
 Kailali,,,,,,Literate,  Female,Not stated,588
 Kailali,,,,,,Literacy not stated,  Female,Parents,8
 Kailali,,,,,,Literacy not stated,  Female,Mother,0
 Kailali,,,,,,Literacy not stated,  Female,Father,0
 Kailali,,,,,,Literacy not stated,  Female,Father and step mother,0
 Kailali,,,,,,Literacy not stated,  Female,Mother and step father,0
 Kailali,,,,,,Literacy not stated,  Female,Other relatives,0
 Kailali,,,,,,Literacy not stated,  Female,Employer,0
 Kailali,,,,,,Literacy not stated,  Female,Others,0
 Kailali,,,,,,Literacy not stated,  Female,Not stated,0
 Kanchanpur,,,,,,Illiterate,Male,Parents,5785
 Kanchanpur,,,,,,Illiterate,Male,Mother,551
 Kanchanpur,,,,,,Illiterate,Male,Father,32
 Kanchanpur,,,,,,Illiterate,Male,Father and step mother,0
 Kanchanpur,,,,,,Illiterate,Male,Mother and step father,8
 Kanchanpur,,,,,,Illiterate,Male,Other relatives,0
 Kanchanpur,,,,,,Illiterate,Male,Employer,8
 Kanchanpur,,,,,,Illiterate,Male,Others,184
 Kanchanpur,,,,,,Illiterate,Male,Not stated,72
 Kanchanpur,,,,,,Literate,Male,Parents,53639
 Kanchanpur,,,,,,Literate,Male,Mother,5205
 Kanchanpur,,,,,,Literate,Male,Father,457
 Kanchanpur,,,,,,Literate,Male,Father and step mother,104
 Kanchanpur,,,,,,Literate,Male,Mother and step father,8
 Kanchanpur,,,,,,Literate,Male,Other relatives,312
 Kanchanpur,,,,,,Literate,Male,Employer,16
 Kanchanpur,,,,,,Literate,Male,Others,1178
 Kanchanpur,,,,,,Literate,Male,Not stated,473
 Kanchanpur,,,,,,Literacy not stated,Male,Parents,8
 Kanchanpur,,,,,,Literacy not stated,Male,Mother,8
 Kanchanpur,,,,,,Literacy not stated,Male,Father,0
 Kanchanpur,,,,,,Literacy not stated,Male,Father and step mother,0
 Kanchanpur,,,,,,Literacy not stated,Male,Mother and step father,0
 Kanchanpur,,,,,,Literacy not stated,Male,Other relatives,0
 Kanchanpur,,,,,,Literacy not stated,Male,Employer,0
 Kanchanpur,,,,,,Literacy not stated,Male,Others,0
 Kanchanpur,,,,,,Literacy not stated,Male,Not stated,0
 Kanchanpur,,,,,,Illiterate,  Female,Parents,6421
 Kanchanpur,,,,,,Illiterate,  Female,Mother,539
 Kanchanpur,,,,,,Illiterate,  Female,Father,33
 Kanchanpur,,,,,,Illiterate,  Female,Father and step mother,8
 Kanchanpur,,,,,,Illiterate,  Female,Mother and step father,0
 Kanchanpur,,,,,,Illiterate,  Female,Other relatives,40
 Kanchanpur,,,,,,Illiterate,  Female,Employer,0
 Kanchanpur,,,,,,Illiterate,  Female,Others,119
 Kanchanpur,,,,,,Illiterate,  Female,Not stated,127
 Kanchanpur,,,,,,Literate,  Female,Parents,50212
 Kanchanpur,,,,,,Literate,  Female,Mother,4779
 Kanchanpur,,,,,,Literate,  Female,Father,372
 Kanchanpur,,,,,,Literate,  Female,Father and step mother,57
 Kanchanpur,,,,,,Literate,  Female,Mother and step father,8
 Kanchanpur,,,,,,Literate,  Female,Other relatives,234
 Kanchanpur,,,,,,Literate,  Female,Employer,8
